zone_id,totacre_abag,resacre10_abag,ciacre10_abag,meanhhsize,gqpop10,gqpop15,gqpop20,gqpop25,gqpop30,gqpop35,gqpop40,zonal_emp_sh_resid10,sh_age0004,sh_age0519,sh_age2044,sh_age4564,sh_age65p,sh_62plus,perf1re1gt1,perfareagt10,perfareagt50
843,558.0,442,6,2.9185,127,134,142,150,159,168,178,0.0455,0.058,0.203,0.346,0.288,0.105,0.137,0,0,0
844,26251.0,1893,85,2.8390,20,21,22,24,25,26,28,0.1435,0.059,0.182,0.302,0.351,0.105,0.144,1,0,0
845,1280.0,787,38,2.7860,107,113,120,127,134,142,150,0.0693,0.042,0.211,0.242,0.324,0.180,0.216,0,0,0
846,457.0,360,70,2.5556,35,37,39,41,44,46,49,-0.0139,0.046,0.179,0.315,0.271,0.188,0.219,1,0,0
847,228.0,123,50,2.3437,0,0,0,0,0,0,0,-0.0309,0.063,0.161,0.376,0.225,0.175,0.200,1,1,1
848,273.0,150,122,2.5020,215,227,241,254,269,285,301,-0.0151,0.060,0.167,0.386,0.212,0.175,0.198,1,0,0
849,328.0,282,33,2.8152,36,38,40,42,45,47,50,0.0049,0.058,0.197,0.274,0.271,0.199,0.230,1,1,1
850,605.0,448,10,2.7697,14,15,16,17,18,19,20,0.0100,0.048,0.182,0.250,0.315,0.205,0.240,0,0,0
851,618.0,198,11,2.7390,0,0,0,0,0,0,0,0.0566,0.040,0.184,0.227,0.339,0.210,0.248,0,0,0
852,568.0,463,44,2.7987,7,7,8,8,9,9,10,0.0442,0.049,0.185,0.286,0.306,0.174,0.208,0,0,0
853,595.0,265,164,2.6802,635,672,711,752,795,841,890,-0.0565,0.060,0.200,0.350,0.256,0.135,0.163,1,0,0
854,203.0,141,55,2.9896,19,20,21,23,24,25,27,-0.0884,0.110,0.222,0.435,0.171,0.061,0.081,1,1,1
855,283.0,221,43,2.9093,8,8,9,9,10,10,11,-0.1064,0.093,0.203,0.372,0.191,0.140,0.161,1,1,1
856,383.0,230,145,3.0045,80,85,89,95,100,106,112,-0.0550,0.069,0.191,0.377,0.230,0.133,0.159,1,1,1
857,246.0,125,115,3.0906,79,84,88,94,99,105,111,-0.1257,0.071,0.193,0.390,0.231,0.115,0.141,1,1,1
858,385.0,313,71,2.9104,0,0,0,0,0,0,0,-0.0620,0.055,0.185,0.329,0.248,0.183,0.210,1,1,1
859,304.0,274,7,3.1601,10,11,11,12,13,13,14,-0.0976,0.054,0.173,0.278,0.257,0.238,0.267,1,1,0
860,2202.0,312,585,2.8180,3,3,3,3,4,4,4,0.0106,0.064,0.138,0.345,0.263,0.191,0.220,1,1,0
861,612.0,431,162,3.1606,23,24,26,27,29,30,32,-0.0764,0.054,0.186,0.297,0.246,0.217,0.244,1,1,0
862,773.0,313,459,2.4736,144,152,161,171,180,191,202,-0.0200,0.057,0.143,0.367,0.223,0.210,0.235,1,1,0
863,355.0,192,161,2.9835,12,13,13,14,15,16,17,-0.1025,0.063,0.169,0.329,0.268,0.172,0.202,1,1,1
864,433.0,183,236,2.3301,6,6,7,7,7,8,8,0.0102,0.068,0.147,0.412,0.242,0.131,0.158,1,1,1
865,313.0,304,7,2.7118,3,3,3,3,4,4,4,-0.0835,0.042,0.139,0.291,0.266,0.262,0.291,1,1,1
866,818.0,522,39,2.6105,8,8,9,9,10,10,11,0.0094,0.039,0.137,0.267,0.291,0.266,0.298,1,1,0
867,202.0,193,9,2.4442,1,1,1,1,1,1,1,-0.0188,0.040,0.146,0.278,0.298,0.238,0.271,1,1,1
868,259.0,230,28,2.6150,7,7,8,8,9,9,10,-0.0227,0.071,0.175,0.341,0.269,0.143,0.173,1,1,1
869,251.0,219,29,2.3212,178,188,199,211,223,235,249,-0.0113,0.054,0.147,0.327,0.270,0.202,0.233,1,1,1
870,247.0,194,47,2.8741,1,1,1,1,1,1,1,-0.0934,0.071,0.148,0.398,0.231,0.152,0.178,1,1,1
871,415.0,204,191,2.3048,233,246,261,276,291,308,326,-0.0465,0.058,0.132,0.361,0.234,0.215,0.241,1,1,1
872,538.0,422,111,3.2549,13,14,14,15,16,17,18,-0.0645,0.075,0.185,0.346,0.244,0.149,0.176,1,1,0
873,2003.0,321,1682,3.1883,5,5,6,6,6,7,7,-0.0745,0.072,0.195,0.356,0.253,0.124,0.153,1,0,0
874,2428.5,0,2350,0.0000,0,0,0,0,0,0,0,0.0000,0.000,0.000,0.000,0.000,0.000,0.183,1,1,0
875,1609.9,157,869,3.5589,50,53,56,59,63,66,70,-0.2415,0.077,0.235,0.323,0.205,0.160,0.183,1,1,1
876,120.0,108,12,3.6489,62,66,69,73,78,82,87,-0.2432,0.062,0.266,0.337,0.182,0.153,0.173,1,1,1
877,156.0,107,42,3.7663,4,4,5,5,5,6,6,-0.2158,0.084,0.277,0.346,0.171,0.121,0.140,1,1,1
878,250.0,133,99,3.5236,74,78,83,88,93,98,104,-0.1795,0.098,0.247,0.362,0.199,0.095,0.117,1,1,1
879,157.0,94,63,3.0623,9,10,10,11,12,12,13,-0.1066,0.079,0.230,0.350,0.235,0.106,0.132,1,1,1
880,142.0,103,34,3.9641,0,0,0,0,0,0,0,-0.2094,0.103,0.282,0.354,0.183,0.078,0.098,1,1,1
881,142.0,128,10,2.9718,10,11,11,12,13,13,14,-0.1324,0.103,0.239,0.355,0.217,0.086,0.110,1,1,1
882,196.0,139,45,2.6663,9,10,10,11,12,12,13,-0.0631,0.071,0.223,0.347,0.257,0.101,0.130,1,1,1
883,1702.0,492,38,2.4670,0,0,0,0,0,0,0,0.0227,0.043,0.139,0.245,0.351,0.222,0.261,1,0,0
884,1149.0,455,239,2.3926,24,25,27,29,30,32,34,0.0827,0.043,0.141,0.238,0.387,0.190,0.233,1,0,0
885,2115.0,1088,190,2.3551,0,0,0,0,0,0,0,0.1489,0.046,0.139,0.279,0.370,0.166,0.208,1,1,0
886,376.0,360,14,2.5106,18,19,20,21,22,24,25,0.0304,0.074,0.210,0.340,0.272,0.104,0.134,1,1,1
887,437.0,226,108,2.4514,138,146,154,163,173,183,193,-0.0862,0.075,0.199,0.309,0.278,0.140,0.171,1,1,1
888,198.0,189,9,3.2408,39,41,44,46,49,52,55,-0.1997,0.098,0.280,0.349,0.194,0.078,0.100,1,1,1
889,130.0,120,10,3.0750,2,2,2,2,3,3,3,-0.1538,0.102,0.246,0.359,0.216,0.077,0.101,1,1,1
890,211.0,155,41,3.3672,3,3,3,3,4,4,4,-0.2234,0.092,0.253,0.347,0.201,0.107,0.129,1,1,1
891,186.0,145,40,3.6027,11,12,12,13,14,14,15,-0.2133,0.103,0.271,0.343,0.186,0.097,0.118,1,1,1
892,313.0,114,167,3.9305,7,7,8,8,9,9,10,-0.1729,0.102,0.266,0.383,0.171,0.078,0.097,1,1,1
893,210.0,78,122,3.8691,19,20,21,23,24,25,27,-0.2024,0.105,0.294,0.357,0.163,0.080,0.099,1,1,1
894,201.0,79,117,3.4240,127,134,142,150,159,168,178,-0.1906,0.104,0.254,0.359,0.165,0.117,0.136,1,1,1
895,296.0,118,158,3.2803,0,0,0,0,0,0,0,-0.2091,0.089,0.292,0.343,0.182,0.094,0.114,1,1,1
896,595.0,64,408,3.5149,4,4,5,5,5,6,6,-0.1315,0.081,0.222,0.448,0.169,0.080,0.099,1,1,1
897,128.0,70,57,3.6105,51,54,57,60,64,67,71,-0.1819,0.103,0.247,0.405,0.166,0.079,0.098,1,1,1
898,125.0,101,21,3.2341,62,66,69,73,78,82,87,-0.1763,0.101,0.255,0.390,0.163,0.091,0.109,1,1,1
899,281.0,225,49,3.1815,20,21,22,24,25,26,28,-0.2001,0.085,0.238,0.360,0.204,0.113,0.135,1,1,1
900,269.0,171,77,3.1786,82,87,92,97,103,109,115,-0.1355,0.086,0.254,0.348,0.205,0.107,0.130,1,1,1
901,222.0,174,27,2.4750,1,1,1,1,1,1,1,-0.0996,0.078,0.204,0.359,0.269,0.091,0.121,1,1,1
902,296.0,143,153,2.4294,688,728,770,814,861,911,964,-0.0715,0.053,0.209,0.386,0.256,0.096,0.124,1,1,1
903,228.0,212,16,2.3915,11,12,12,13,14,14,15,-0.0193,0.056,0.184,0.324,0.315,0.121,0.156,1,1,1
904,260.0,221,31,2.9545,52,55,58,62,65,69,73,-0.1182,0.075,0.243,0.365,0.228,0.089,0.115,1,1,1
905,255.0,223,30,3.4256,5,5,6,6,6,7,7,-0.1279,0.086,0.244,0.372,0.206,0.091,0.114,1,1,1
906,212.0,171,19,2.8594,151,160,169,179,189,200,212,-0.0825,0.080,0.217,0.375,0.220,0.107,0.132,1,1,1
907,302.0,200,50,2.4127,39,41,44,46,49,52,55,0.0905,0.058,0.154,0.349,0.305,0.135,0.168,1,1,1
908,217.0,186,27,2.4940,8,8,9,9,10,10,11,0.0288,0.063,0.167,0.324,0.302,0.143,0.177,1,1,1
909,235.0,207,26,2.4978,7,7,8,8,9,9,10,0.0323,0.062,0.160,0.343,0.285,0.150,0.182,1,1,1
910,417.0,357,60,2.2579,40,42,45,47,50,53,56,0.0843,0.055,0.151,0.337,0.303,0.154,0.188,1,1,1
911,463.0,358,90,2.3293,351,371,393,416,440,465,492,0.0479,0.041,0.119,0.304,0.324,0.212,0.248,1,1,1
912,1215.0,638,27,2.4183,0,0,0,0,0,0,0,0.1527,0.052,0.127,0.283,0.388,0.151,0.194,1,1,1
913,764.0,697,50,2.3651,5,5,6,6,6,7,7,0.1497,0.056,0.104,0.318,0.380,0.142,0.184,1,1,1
914,1007.0,717,11,2.3317,0,0,0,0,0,0,0,0.1362,0.062,0.103,0.371,0.348,0.116,0.155,1,1,1
915,455.0,331,28,2.4046,3,3,3,3,4,4,4,0.0739,0.058,0.120,0.296,0.357,0.168,0.208,1,1,1
916,668.0,237,59,2.4323,159,168,178,188,199,211,223,0.0286,0.069,0.123,0.303,0.319,0.185,0.221,1,1,1
917,334.0,284,15,2.8067,0,0,0,0,0,0,0,0.0959,0.051,0.250,0.203,0.372,0.124,0.165,1,1,1
918,729.0,649,32,2.7973,2,2,2,2,3,3,3,0.1342,0.048,0.221,0.161,0.387,0.183,0.226,1,1,1
919,262.0,258,1,2.4375,1,1,1,1,1,1,1,0.1130,0.046,0.126,0.233,0.384,0.212,0.254,1,1,1
920,304.0,207,8,2.4111,1,1,1,1,1,1,1,0.1260,0.056,0.133,0.277,0.380,0.154,0.196,1,1,1
921,153.0,117,15,2.2056,2,2,2,2,3,3,3,0.0643,0.065,0.128,0.389,0.289,0.130,0.162,1,1,1
922,259.0,207,17,2.1905,1,1,1,1,1,1,1,0.0970,0.053,0.108,0.355,0.299,0.185,0.218,1,1,1
923,288.0,237,22,2.7517,42,44,47,50,53,56,59,-0.0800,0.077,0.234,0.369,0.235,0.085,0.111,1,1,1
924,183.0,137,41,3.1586,74,78,83,88,93,98,104,-0.1080,0.091,0.233,0.382,0.209,0.084,0.108,1,1,1
925,173.0,82,82,3.5716,135,143,151,160,169,179,189,-0.1216,0.097,0.222,0.407,0.172,0.103,0.122,1,1,1
926,465.0,116,347,2.9665,44,47,49,52,55,59,62,-0.1132,0.089,0.219,0.425,0.191,0.076,0.097,1,1,1
927,97.0,51,41,3.4675,232,245,260,275,290,307,325,-0.1466,0.108,0.236,0.428,0.151,0.077,0.094,1,1,1
928,99.0,72,26,3.5400,47,50,53,56,59,62,66,-0.1718,0.104,0.274,0.406,0.149,0.067,0.084,1,1,1
929,118.0,116,2,3.3576,46,49,51,54,57,61,64,-0.1702,0.079,0.262,0.352,0.193,0.114,0.136,1,1,1
930,138.0,82,15,2.5789,314,332,351,372,393,416,440,-0.1734,0.058,0.168,0.280,0.233,0.261,0.287,1,1,1
931,134.0,107,25,2.5341,15,16,17,18,19,20,21,-0.0517,0.075,0.191,0.390,0.244,0.099,0.126,1,1,1
932,128.0,127,1,3.2206,0,0,0,0,0,0,0,-0.0806,0.076,0.267,0.356,0.204,0.097,0.119,1,1,1
933,229.0,111,91,3.5350,35,37,39,41,44,46,49,-0.1423,0.086,0.265,0.372,0.188,0.089,0.110,1,1,1
934,169.0,132,30,2.6031,126,133,141,149,158,167,177,-0.0346,0.080,0.204,0.430,0.193,0.093,0.114,1,1,1
935,104.0,99,1,2.4438,15,16,17,18,19,20,21,-0.0195,0.065,0.185,0.425,0.219,0.105,0.130,1,1,1
936,105.0,98,5,2.3186,0,0,0,0,0,0,0,0.0191,0.060,0.190,0.434,0.228,0.089,0.114,1,1,1
937,207.0,177,7,2.1495,2,2,2,2,3,3,3,0.1009,0.057,0.097,0.382,0.295,0.169,0.202,1,1,1
938,301.0,286,6,2.6580,0,0,0,0,0,0,0,0.0951,0.063,0.154,0.249,0.373,0.161,0.203,1,1,1
939,168.0,118,48,1.8541,16,17,18,19,20,21,22,0.1757,0.040,0.077,0.465,0.304,0.113,0.147,1,1,1
940,124.0,97,20,1.7005,35,37,39,41,44,46,49,0.1564,0.037,0.081,0.488,0.288,0.106,0.139,1,1,1
941,95.0,93,2,1.6991,163,172,182,193,204,216,228,0.1533,0.042,0.070,0.514,0.276,0.099,0.130,1,1,1
942,91.0,35,38,1.5318,53,56,59,63,66,70,74,0.1096,0.026,0.045,0.523,0.241,0.165,0.192,1,1,1
943,236.0,205,6,1.9120,12,13,13,14,15,16,17,0.1712,0.038,0.105,0.447,0.279,0.131,0.162,1,1,1
944,102.0,58,5,1.7801,0,0,0,0,0,0,0,0.1294,0.043,0.092,0.477,0.240,0.148,0.175,1,1,1
945,307.0,45,55,1.5168,31,33,35,37,39,41,43,0.0182,0.030,0.056,0.451,0.218,0.244,0.269,1,1,1
946,210.0,57,133,1.9508,47,50,53,56,59,62,66,0.0860,0.062,0.114,0.321,0.294,0.208,0.241,1,1,1
947,436.0,18,391,2.2673,5,5,6,6,6,7,7,0.0650,0.061,0.172,0.420,0.220,0.127,0.152,1,1,1
948,391.0,200,182,2.5103,104,110,116,123,130,138,146,-0.0099,0.056,0.172,0.394,0.262,0.116,0.145,1,1,1
949,284.0,232,46,2.5234,136,144,152,161,171,180,191,0.0084,0.054,0.139,0.267,0.310,0.229,0.264,1,1,1
950,246.0,206,29,2.3851,0,0,0,0,0,0,0,-0.0115,0.055,0.153,0.336,0.296,0.160,0.193,1,1,1
951,268.0,222,21,2.3935,0,0,0,0,0,0,0,0.0102,0.045,0.143,0.311,0.302,0.200,0.233,1,1,1
952,977.0,237,187,2.6779,0,0,0,0,0,0,0,-0.0169,0.058,0.157,0.298,0.284,0.203,0.235,1,1,1
953,587.0,506,18,2.6539,13,14,14,15,16,17,18,0.1131,0.063,0.194,0.258,0.367,0.118,0.159,1,1,1
954,198.0,99,82,2.1676,320,338,358,379,400,424,448,0.0250,0.044,0.132,0.361,0.259,0.205,0.234,1,1,1
955,134.0,99,35,2.2032,0,0,0,0,0,0,0,0.0477,0.047,0.161,0.425,0.245,0.122,0.149,1,1,1
956,219.0,208,5,2.1474,79,84,88,94,99,105,111,0.0348,0.054,0.140,0.376,0.295,0.135,0.168,1,1,1
957,158.0,117,16,2.1817,61,64,68,72,76,80,85,0.0337,0.050,0.125,0.372,0.260,0.194,0.222,1,0,0
958,195.0,87,19,2.0297,131,139,147,155,164,174,184,0.0408,0.031,0.099,0.332,0.290,0.249,0.281,1,0,0
959,208.0,161,25,2.3293,0,0,0,0,0,0,0,0.0285,0.055,0.154,0.371,0.274,0.147,0.177,1,1,1
960,617.0,170,293,2.3377,28,30,31,33,35,37,39,-0.0025,0.042,0.151,0.335,0.296,0.177,0.210,1,1,1
961,482.0,8,474,2.9485,0,0,0,0,0,0,0,-0.0035,0.144,0.246,0.577,0.032,0.001,0.005,1,1,1
962,145.0,92,49,2.7582,0,0,0,0,0,0,0,-0.0847,0.076,0.264,0.376,0.202,0.081,0.104,1,1,1
963,235.0,138,86,2.1558,9,10,10,11,12,12,13,0.0544,0.041,0.131,0.417,0.293,0.118,0.150,1,1,1
964,1390.0,45,1315,3.0984,615,651,688,728,770,815,862,0.2151,0.047,0.268,0.548,0.109,0.029,0.041,1,1,1
965,1017.0,17,874,2.9331,0,0,0,0,0,0,0,0.0127,0.064,0.249,0.417,0.188,0.083,0.104,1,1,1
966,280.0,8,268,1.6364,17,18,19,20,21,23,24,0.2046,0.042,0.099,0.352,0.437,0.070,0.129,1,1,1
967,104.0,4,99,1.7178,47,50,53,56,59,62,66,0.0903,0.017,0.000,0.631,0.319,0.033,0.069,1,1,1
968,83.0,7,70,1.7973,92,97,103,109,115,122,129,-0.2098,0.020,0.076,0.198,0.250,0.456,0.483,1,1,1
969,85.0,14,49,1.7874,151,160,169,179,189,200,212,-0.1895,0.015,0.050,0.535,0.304,0.095,0.129,1,1,1
970,94.0,25,67,1.4983,312,330,349,369,391,413,437,-0.2152,0.032,0.065,0.306,0.349,0.247,0.286,1,1,1
971,96.0,5,88,1.4701,81,86,91,96,101,107,113,-0.0501,0.023,0.042,0.427,0.252,0.256,0.284,1,1,1
972,206.0,95,99,1.6982,51,54,57,60,64,67,71,0.0933,0.043,0.091,0.493,0.212,0.160,0.184,1,1,1
973,91.0,50,30,1.6563,0,0,0,0,0,0,0,0.1510,0.044,0.049,0.500,0.283,0.125,0.156,1,1,1
974,198.0,151,45,1.5916,133,141,149,157,166,176,186,0.0806,0.023,0.051,0.443,0.245,0.238,0.265,1,1,1
975,163.0,119,30,1.9490,45,48,50,53,56,60,63,0.0738,0.043,0.106,0.489,0.248,0.113,0.141,1,1,1
976,218.0,53,63,1.9960,150,159,168,177,188,199,210,0.0870,0.048,0.128,0.531,0.217,0.076,0.101,1,1,1
977,268.0,181,71,2.4023,23,24,26,27,29,30,32,-0.0967,0.064,0.207,0.360,0.234,0.135,0.161,1,1,1
978,187.0,103,83,2.7264,509,538,570,602,637,674,713,-0.2091,0.081,0.247,0.343,0.219,0.110,0.134,1,1,1
979,207.0,64,107,1.8064,580,614,649,687,726,769,813,-0.1274,0.050,0.117,0.410,0.222,0.202,0.227,1,1,1
980,91.0,63,19,2.5894,5,5,6,6,6,7,7,-0.0519,0.091,0.249,0.403,0.183,0.075,0.095,1,1,1
981,72.0,30,8,1.8576,3,3,3,3,4,4,4,-0.0795,0.052,0.122,0.344,0.205,0.277,0.300,1,1,1
982,91.0,57,13,2.6478,3,3,3,3,4,4,4,-0.1703,0.092,0.255,0.332,0.225,0.095,0.120,1,1,1
983,80.0,60,9,2.2656,22,23,25,26,28,29,31,-0.1788,0.061,0.219,0.320,0.214,0.186,0.210,1,1,1
984,104.0,30,51,2.4172,9,10,10,11,12,12,13,-0.0223,0.083,0.152,0.340,0.254,0.171,0.198,1,1,1
985,68.0,47,17,2.5509,40,42,45,47,50,53,56,-0.1573,0.097,0.277,0.326,0.222,0.078,0.103,1,1,1
986,68.0,41,26,2.7009,12,13,13,14,15,16,17,-0.1844,0.080,0.287,0.336,0.186,0.112,0.133,1,1,1
987,75.0,49,26,2.6719,1,1,1,1,1,1,1,-0.1786,0.083,0.285,0.342,0.189,0.100,0.121,1,1,1
988,1307.0,56,876,2.4782,106,112,119,126,133,141,149,-0.0275,0.076,0.238,0.383,0.222,0.081,0.106,1,1,1
989,157.0,19,137,2.7529,58,61,65,69,72,77,81,-0.1515,0.099,0.242,0.390,0.193,0.076,0.097,1,1,1
990,115.0,57,54,2.3564,415,439,464,491,519,549,581,-0.1852,0.078,0.217,0.361,0.248,0.096,0.124,1,1,1
991,729.0,79,499,1.7575,73,77,82,86,91,96,102,-0.1874,0.036,0.084,0.493,0.270,0.117,0.147,1,1,1
992,102.0,72,29,2.2571,2,2,2,2,3,3,3,-0.0362,0.056,0.166,0.364,0.272,0.141,0.171,1,1,1
993,165.0,95,67,2.1959,154,163,172,182,193,204,216,-0.0325,0.050,0.174,0.374,0.264,0.139,0.168,1,1,1
994,75.0,59,16,2.3892,6,6,7,7,7,8,8,-0.1134,0.059,0.186,0.395,0.228,0.132,0.158,1,1,1
995,120.0,94,26,2.5141,146,154,163,173,183,194,205,-0.0285,0.068,0.194,0.441,0.205,0.091,0.114,1,1,1
996,202.0,134,60,2.3014,167,177,187,198,209,221,234,-0.0318,0.052,0.170,0.361,0.238,0.180,0.207,1,1,1
997,78.0,60,16,2.2681,6,6,7,7,7,8,8,0.0285,0.036,0.171,0.402,0.236,0.155,0.182,1,1,1
998,266.0,194,37,1.9955,39,41,44,46,49,52,55,0.1529,0.052,0.082,0.480,0.272,0.114,0.144,1,1,1
999,161.0,113,25,2.2243,70,74,78,83,88,93,98,0.1344,0.045,0.088,0.410,0.331,0.127,0.164,1,1,1
1000,171.0,125,37,2.0630,33,35,37,39,41,44,46,0.1122,0.046,0.089,0.506,0.257,0.103,0.131,1,1,1
1001,133.0,119,8,2.1489,126,133,141,149,158,167,177,0.0637,0.047,0.119,0.481,0.225,0.129,0.154,1,1,1
1002,93.0,40,44,2.1552,118,125,132,140,148,156,165,0.1210,0.039,0.132,0.457,0.268,0.105,0.134,1,1,1
1003,77.0,55,22,2.0080,44,47,49,52,55,59,62,0.1306,0.036,0.108,0.472,0.277,0.106,0.137,1,1,1
1004,258.0,246,9,2.3438,1,1,1,1,1,1,1,0.1423,0.043,0.136,0.266,0.379,0.176,0.218,1,1,1
1005,1667.0,482,565,2.2336,2,2,2,2,3,3,3,0.1635,0.038,0.080,0.257,0.421,0.204,0.251,1,0,0
1006,193.0,155,38,2.1548,627,663,701,742,785,830,878,-0.0548,0.021,0.212,0.405,0.213,0.149,0.173,1,1,1
1007,90.0,68,22,2.2540,1948,2061,2180,2306,2439,2580,2729,0.0024,0.018,0.181,0.689,0.082,0.031,0.041,1,1,1
1008,103.0,62,41,1.8796,5434,5748,6080,6432,6804,7197,7613,-0.1842,0.005,0.302,0.633,0.046,0.015,0.021,1,1,1
1009,99.0,80,19,2.2178,87,92,97,103,109,115,122,0.0124,0.016,0.099,0.712,0.130,0.043,0.058,1,1,1
1010,128.0,94,33,2.1773,51,54,57,60,64,67,71,0.0986,0.036,0.115,0.482,0.281,0.086,0.117,1,1,1
1011,153.0,79,69,1.9601,219,232,245,259,274,290,307,0.0319,0.030,0.114,0.447,0.242,0.168,0.195,1,1,1
1012,182.0,151,31,2.2861,122,129,137,144,153,162,171,0.0130,0.053,0.155,0.434,0.244,0.114,0.141,1,1,1
1013,176.0,90,67,2.2498,0,0,0,0,0,0,0,-0.0422,0.055,0.153,0.357,0.242,0.192,0.219,1,1,1
1014,1042.0,7,487,2.1769,304,322,340,360,381,403,426,-0.0385,0.056,0.149,0.437,0.275,0.083,0.114,1,1,1
1015,114.0,50,64,2.5153,85,90,95,101,106,113,119,-0.0311,0.067,0.185,0.409,0.245,0.093,0.121,1,1,1
1016,184.0,153,30,2.0514,173,183,193,205,216,229,242,0.0174,0.050,0.132,0.396,0.263,0.159,0.188,1,1,1
1017,175.0,162,13,2.0550,139,147,156,165,174,184,195,0.1396,0.044,0.103,0.461,0.270,0.122,0.152,1,1,1
1018,134.0,53,78,1.9481,286,303,320,339,358,379,401,-0.0682,0.009,0.084,0.663,0.168,0.077,0.096,1,1,1
1019,419.0,13,406,2.9167,1180,1248,1320,1397,1477,1563,1653,-0.3914,0.000,0.486,0.496,0.018,0.000,0.002,1,1,1
1020,116.0,91,25,1.8660,1720,1819,1925,2036,2154,2278,2410,-0.0494,0.019,0.128,0.609,0.181,0.063,0.084,1,1,1
1021,115.0,49,65,1.9063,6,6,7,7,7,8,8,0.0874,0.015,0.079,0.632,0.199,0.074,0.096,1,1,1
1022,136.0,79,24,2.0379,2,2,2,2,3,3,3,0.1428,0.042,0.113,0.474,0.274,0.096,0.127,1,1,1
1023,167.0,105,59,2.0157,66,70,74,78,82,87,92,0.0839,0.043,0.114,0.448,0.286,0.109,0.141,1,1,1
1024,136.0,80,48,2.4102,0,0,0,0,0,0,0,-0.0029,0.057,0.146,0.412,0.253,0.133,0.161,1,1,1
1025,210.0,157,45,2.1456,8,8,9,9,10,10,11,0.0675,0.048,0.121,0.358,0.335,0.138,0.175,1,1,1
1026,133.0,104,29,2.2652,0,0,0,0,0,0,0,0.1374,0.058,0.129,0.351,0.324,0.138,0.174,1,1,1
1027,144.0,113,25,2.0013,48,51,54,57,60,63,67,0.0970,0.033,0.092,0.455,0.279,0.141,0.173,1,1,1
1028,349.0,313,27,2.2341,8,8,9,9,10,10,11,0.1119,0.036,0.092,0.272,0.380,0.220,0.262,1,1,1
1029,389.0,358,9,2.3260,22,23,25,26,28,29,31,0.1584,0.041,0.112,0.260,0.387,0.200,0.243,1,1,1
1030,182.0,178,4,2.3658,0,0,0,0,0,0,0,0.1653,0.049,0.117,0.225,0.407,0.202,0.247,1,1,1
1031,313.0,302,5,2.4337,0,0,0,0,0,0,0,0.1579,0.045,0.140,0.210,0.411,0.194,0.240,1,1,1
1032,115.0,111,3,2.4027,0,0,0,0,0,0,0,0.1320,0.041,0.127,0.263,0.385,0.184,0.227,1,1,1
1033,247.0,216,31,2.2990,0,0,0,0,0,0,0,0.1355,0.050,0.127,0.260,0.390,0.173,0.217,1,1,1
1034,196.0,181,13,2.5518,8,8,9,9,10,10,11,0.0499,0.055,0.188,0.253,0.353,0.151,0.190,1,1,1
1035,128.0,95,19,2.6520,0,0,0,0,0,0,0,0.0298,0.049,0.194,0.281,0.341,0.135,0.173,1,1,1
1036,110.0,59,50,2.3772,5,5,6,6,6,7,7,0.0174,0.042,0.159,0.378,0.264,0.156,0.186,1,1,1
1037,94.0,56,38,2.4646,10,11,11,12,13,13,14,0.0565,0.052,0.176,0.347,0.286,0.138,0.170,1,1,1
1038,216.0,71,42,2.8199,38,40,42,45,47,50,53,-0.1385,0.170,0.167,0.618,0.037,0.008,0.013,1,1,1
1039,339.0,94,16,2.2899,21,22,23,25,26,27,29,0.0414,0.037,0.139,0.400,0.279,0.144,0.175,1,1,1
1040,60.0,30,10,2.1285,45,48,50,53,56,60,63,0.0157,0.043,0.087,0.489,0.235,0.146,0.174,1,1,1
1041,161.0,60,58,2.2974,1,1,1,1,1,1,1,0.0297,0.042,0.103,0.388,0.258,0.209,0.240,1,1,1
1042,146.0,82,25,2.2124,11,12,12,13,14,14,15,0.0237,0.035,0.103,0.245,0.344,0.272,0.314,1,1,1
1043,349.0,174,39,2.3579,0,0,0,0,0,0,0,0.0800,0.043,0.113,0.235,0.345,0.265,0.306,1,1,1
1044,213.0,143,4,2.2564,0,0,0,0,0,0,0,0.0941,0.041,0.113,0.243,0.325,0.279,0.318,1,1,1
1045,586.0,242,49,2.4123,0,0,0,0,0,0,0,0.0279,0.027,0.109,0.221,0.309,0.335,0.372,1,1,1
1046,235.0,156,12,2.4076,2,2,2,2,3,3,3,0.1046,0.039,0.099,0.253,0.308,0.300,0.337,1,1,1
1047,199.0,94,39,2.2224,13,14,14,15,16,17,18,0.0260,0.043,0.115,0.303,0.257,0.281,0.312,1,1,1
1048,167.0,90,20,2.2461,11,12,12,13,14,14,15,0.0434,0.042,0.111,0.390,0.262,0.195,0.226,1,1,1
1049,326.0,169,25,2.2488,7,7,8,8,9,9,10,0.0638,0.043,0.120,0.365,0.281,0.191,0.225,1,1,1
1050,485.0,221,91,2.7353,34,36,38,40,43,45,48,-0.0821,0.066,0.241,0.320,0.230,0.143,0.171,1,1,1
1051,250.0,79,89,2.3188,4,4,5,5,5,6,6,0.0533,0.048,0.115,0.397,0.206,0.233,0.257,1,1,1
1052,158.0,82,25,2.3322,0,0,0,0,0,0,0,0.0375,0.032,0.114,0.258,0.278,0.318,0.351,1,1,1
1053,391.0,202,16,2.4078,4,4,5,5,5,6,6,0.0225,0.038,0.118,0.254,0.323,0.267,0.306,1,1,1
1054,243.0,118,24,2.5282,9,10,10,11,12,12,13,0.0071,0.062,0.147,0.300,0.301,0.190,0.226,1,1,1
1055,324.0,189,24,2.8261,4,4,5,5,5,6,6,-0.0350,0.063,0.182,0.351,0.268,0.136,0.168,1,1,1
