taz,autoPeakRetail,autoPeakTotal,autoOffPeakRetail,autoOffPeakTotal,transitPeakRetail,transitPeakTotal,transitOffPeakRetail,transitOffPeakTotal,nonMotorizedRetail,nonMotorizedTotal
     222,         9.8338,        12.2098,         9.9231,        12.3314,         2.3024,         4.1288,         1.5570,         3.0815,         4.6631,         6.0055
     223,         9.5266,        11.9005,         9.6427,        12.0493,         0.4252,         1.4039,         0.3431,         1.4758,         2.4162,         5.0557
     224,         9.5445,        11.9125,         9.6593,        12.0606,         2.1651,         3.6337,         1.2348,         2.4782,         2.4893,         4.4360
     225,         9.1476,        11.4975,         9.4865,        11.8785,         1.5344,         3.3326,         0.7748,         2.0763,         4.2057,         5.4726
     226,         8.8634,        11.1999,         9.2018,        11.5843,         0.0901,         0.2991,         0.3759,         1.7319,         4.0446,         5.3415
     227,         8.4441,        10.7764,         8.8115,        11.1917,         0.0730,         0.2472,         0.3283,         1.4297,         1.9893,         3.1748
     228,         9.7116,        12.1049,         9.7885,        12.2152,         1.1425,         2.7686,         0.2108,         1.1897,              0,         0.1318
     229,         9.8043,        12.1784,         9.8969,        12.3087,         2.3659,         3.8975,         2.0002,         3.5062,         3.9896,         6.6790
     230,         9.9050,        12.2851,         9.9935,        12.4085,         2.2516,         4.2422,         1.6023,         3.5039,         4.7346,         6.2286
     231,         9.9887,        12.3704,        10.0740,        12.4911,         2.1975,         4.1725,         1.5555,         3.4398,         4.3404,         5.8970
     232,         9.8081,        12.1862,         9.9075,        12.3214,         2.0848,         3.7794,         1.1533,         2.4938,         3.8480,         6.2790
     233,         9.8640,        12.2794,         9.9561,        12.4039,         0.2630,         1.3577,         0.7769,         2.5311,         3.8491,         5.9828
     234,         9.9732,        12.3708,        10.0397,        12.4687,         4.0174,         6.5508,         3.9639,         6.5167,         6.5186,         7.9297
     235,         9.9676,        12.3894,        10.0369,        12.4887,         2.7147,         4.8208,         1.9862,         4.0801,         5.5793,         7.2035
     236,         9.9168,        12.3455,         9.9825,        12.4421,         2.9411,         5.1416,         3.1241,         5.3323,         4.9615,         7.0157
     237,         9.9784,        12.4350,        10.0578,        12.5433,         4.4503,         6.6976,         4.5308,         6.8020,         5.2092,         7.2342
     238,        10.0879,        12.5566,        10.1629,        12.6602,         4.9908,         7.2450,         5.0132,         7.2722,         5.4397,         7.4928
     239,         9.9024,        12.3767,         9.9810,        12.4854,         3.0701,         5.4584,         3.0150,         5.4109,         2.5560,         7.2497
     240,         9.8956,        12.3489,         9.9761,        12.4643,         3.9348,         6.1551,         3.9172,         6.1357,         5.6921,         7.6404
     241,         9.8072,        12.2384,         9.8744,        12.3376,         2.2670,         4.3160,         2.2657,         4.3131,         3.8843,         6.3646
     242,         9.8474,        12.2586,         9.9142,        12.3599,              0,              0,              0,              0,         1.3937,         4.6004
     243,         9.8681,        12.2932,         9.9403,        12.4019,              0,              0,              0,              0,         4.5691,         6.6875
     244,         9.8740,        12.3234,         9.9519,        12.4372,         3.1045,         5.2459,         3.0977,         5.2353,         5.4367,         7.3485
     245,         9.8472,        12.2992,         9.9257,        12.4134,              0,              0,              0,              0,         4.6170,         7.0403
     246,         9.8065,        12.2537,         9.8854,        12.3674,         0.5930,         2.3042,              0,              0,         4.1977,         7.3548
     247,         9.7915,        12.2534,         9.8873,        12.3837,         3.6390,         5.8248,         3.6320,         5.8154,         4.8860,         7.5826
     248,         9.8906,        12.3524,         9.9831,        12.4816,         3.2933,         5.2797,         3.2862,         5.2688,         5.4598,         8.3975
     249,         9.7934,        12.2402,         9.8797,        12.3650,         2.7905,         4.7597,         2.7724,         4.7221,         6.3735,         8.6840
     250,         9.7626,        12.2113,         9.8431,        12.3262,         3.7330,         5.8301,         3.7298,         5.8259,         5.4302,         7.4062
     251,         9.8196,        12.2605,         9.9022,        12.3799,         3.8768,         6.2076,         3.8702,         6.1960,         6.5482,         8.4289
     252,         9.6212,        12.0360,         9.6982,        12.1560,              0,              0,              0,              0,         1.3608,         5.1398
     253,         9.7110,        12.1497,         9.8041,        12.2851,         3.2897,         5.3140,         3.2925,         5.3136,         4.2740,         6.1814
     254,         9.6723,        12.1044,         9.7607,        12.2429,              0,              0,              0,              0,         3.2135,         6.1207
     255,         9.8461,        12.2929,         9.9459,        12.4423,         1.0167,         2.7628,         0.5538,         2.0486,         4.7776,         7.0370
     256,         9.9150,        12.3575,        10.0116,        12.4984,         4.5564,         6.6949,         4.5444,         6.6718,         6.0186,         8.3810
     257,         9.8904,        12.3345,         9.9935,        12.4838,         3.8620,         5.9833,         3.8235,         5.9336,         6.1381,         8.4624
     258,         9.8057,        12.2467,         9.8942,        12.3749,         3.4662,         5.5042,         3.4636,         5.4937,         6.0870,         8.1102
     259,         9.8207,        12.2631,         9.9268,        12.4127,         2.7757,         4.8683,         2.7774,         4.8662,         5.9756,         8.1770
     260,         9.8639,        12.3072,         9.9759,        12.4672,         3.8380,         6.0002,         3.8055,         5.9467,         5.6302,         7.8226
     261,         9.8833,        12.3313,        10.0001,        12.4958,         1.8652,         3.8362,         1.8954,         3.8763,         3.6767,         5.4715
     262,         9.8330,        12.2815,         9.9526,        12.4498,         2.3451,         4.2699,         2.3551,         4.2789,         3.9063,         5.3085
     263,         9.8218,        12.2723,         9.9536,        12.4538,         2.3749,         4.2176,         2.3905,         4.2341,         3.9669,         5.2859
     264,         9.8044,        12.2530,         9.9446,        12.4460,         2.1431,         3.9000,         2.2039,         4.1051,         4.2796,         6.1405
     265,         9.7355,        12.1862,         9.9146,        12.4143,         0.1989,         1.3843,         0.4525,         2.7101,         5.5525,         8.1528
     266,         9.8387,        12.2936,         9.9993,        12.5044,         0.8948,         2.1644,         0.9056,         2.4671,         5.5628,         8.6904
