fbpzoningm,modcat_id,FREQUENCY,SUM_ACRES,manual_county,zone,juris,gg_id,tra_id,sesit_id,ppa_id,exp2020_id,exsfd_id,add_bldg,drop_bldg,dua_up,far_up,dua_down,far_down,subsidy,notes,res_rent_cat,exp_on
unincorporated_santa_claraNANADISNAinunNA,2481,472,2706.844976,85,630,unincorporated_santa_clara,NA,NA,DIS,NA,inun,NA,HS,,2.75,,,,,,,
unincorporated_santa_claraNANADISNAinunsfd,2482,1479,802.9505422,85,630,unincorporated_santa_clara,NA,NA,DIS,NA,inun,sfd,HS,,2.75,,,,,,,
unincorporated_santa_claraNANADISNAoutNA,2483,746,20586.27506,85,637,unincorporated_santa_clara,NA,NA,DIS,NA,out,NA,,,,,,,,,,
unincorporated_santa_claraNANADISNAoutsfd,2484,942,2691.277692,85,642,unincorporated_santa_clara,NA,NA,DIS,NA,out,sfd,,,,,,,,,,
unincorporated_santa_claraNANADISNAubz_npsfd,2485,1,12.57075135,85,698,unincorporated_santa_clara,NA,NA,DIS,NA,ubz_np,sfd,,,,,,,,,,
unincorporated_santa_claraNANADISNAubzNA,2486,55,474.670213,85,699,unincorporated_santa_clara,NA,NA,DIS,NA,ubz,NA,,,,,,,,,,
unincorporated_santa_claraNANADISNAubzsfd,2487,66,166.8263925,85,699,unincorporated_santa_clara,NA,NA,DIS,NA,ubz,sfd,,,,,,,,,,
unincorporated_santa_claraNANADISppainunNA,2488,1,5.977616632,85,698,unincorporated_santa_clara,NA,NA,DIS,ppa,inun,NA,HS,,2.75,,,,,,,
unincorporated_santa_claraNANAHRADISNAexp0_npNA,2489,1,1.633118535,85,513,unincorporated_santa_clara,NA,NA,HRADIS,NA,exp0_np,NA,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANAHRADISNAexp0NA,2490,77,273.1517279,85,514,unincorporated_santa_clara,NA,NA,HRADIS,NA,exp0,NA,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANAHRADISNAexp0sfd,2491,358,447.9107171,85,514,unincorporated_santa_clara,NA,NA,HRADIS,NA,exp0,sfd,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANAHRADISNAexp1_npNA,2492,44,719.9257489,85,696,unincorporated_santa_clara,NA,NA,HRADIS,NA,exp1_np,NA,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANAHRADISNAexp1_npsfd,2493,91,339.0238627,85,696,unincorporated_santa_clara,NA,NA,HRADIS,NA,exp1_np,sfd,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANAHRADISNAexp1NA,2494,41,160.0567817,85,711,unincorporated_santa_clara,NA,NA,HRADIS,NA,exp1,NA,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANAHRADISNAexp1sfd,2495,48,98.41749579,85,711,unincorporated_santa_clara,NA,NA,HRADIS,NA,exp1,sfd,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANAHRADISNAexp2_npNA,2496,1,6.051428552,85,696,unincorporated_santa_clara,NA,NA,HRADIS,NA,exp2_np,NA,,,,,,,,,,
unincorporated_santa_claraNANAHRADISNAexp2_npsfd,2497,2,3.516511529,85,696,unincorporated_santa_clara,NA,NA,HRADIS,NA,exp2_np,sfd,,,,,,,,,,
unincorporated_santa_claraNANAHRADISNAexp3_auNA,2498,2,2.318827264,85,347,unincorporated_santa_clara,NA,NA,HRADIS,NA,exp3_au,NA,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANAHRADISNAexp3_ausfd,2499,1,2.450436858,85,711,unincorporated_santa_clara,NA,NA,HRADIS,NA,exp3_au,sfd,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANAHRADISNAinunNA,2500,224,1847.82057,85,513,unincorporated_santa_clara,NA,NA,HRADIS,NA,inun,NA,HS,,2.75,,,,,,,
unincorporated_santa_claraNANAHRADISNAinunsfd,2501,462,677.9058633,85,695,unincorporated_santa_clara,NA,NA,HRADIS,NA,inun,sfd,HS,,2.75,,,,,,,
unincorporated_santa_claraNANAHRADISNAoutNA,2502,3804,123285.9626,85,512,unincorporated_santa_clara,NA,NA,HRADIS,NA,out,NA,,,,,,,,,,
unincorporated_santa_claraNANAHRADISNAoutsfd,2503,2413,9345.359288,85,704,unincorporated_santa_clara,NA,NA,HRADIS,NA,out,sfd,,,,,,,,,,
unincorporated_santa_claraNANAHRADISNAubz_npNA,2504,6,10.98426111,85,347,unincorporated_santa_clara,NA,NA,HRADIS,NA,ubz_np,NA,,,,,,,,,,
unincorporated_santa_claraNANAHRADISNAubzNA,2505,40,305.8455954,85,488,unincorporated_santa_clara,NA,NA,HRADIS,NA,ubz,NA,,,,,,,,,,
unincorporated_santa_claraNANAHRADISNAubzsfd,2506,110,31.15801252,85,488,unincorporated_santa_clara,NA,NA,HRADIS,NA,ubz,sfd,,,,,,,,,,
unincorporated_santa_claraNANAHRANAexp0_npNA,2507,15,10.99267176,85,496,unincorporated_santa_clara,NA,NA,HRA,NA,exp0_np,NA,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANAHRANAexp0_npsfd,2508,41,79.03421883,85,496,unincorporated_santa_clara,NA,NA,HRA,NA,exp0_np,sfd,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANAHRANAexp0NA,2509,109,76.63337384,85,518,unincorporated_santa_clara,NA,NA,HRA,NA,exp0,NA,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANAHRANAexp0sfd,2510,579,347.7241623,85,518,unincorporated_santa_clara,NA,NA,HRA,NA,exp0,sfd,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANAHRANAexp3_auNA,2511,1,15.62241011,85,348,unincorporated_santa_clara,NA,NA,HRA,NA,exp3_au,NA,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANAHRANAinunNA,2512,237,3267.718368,85,350,unincorporated_santa_clara,NA,NA,HRA,NA,inun,NA,HS,,2.75,,,,,,,
unincorporated_santa_claraNANAHRANAinunsfd,2513,943,357.9556734,85,350,unincorporated_santa_clara,NA,NA,HRA,NA,inun,sfd,HS,,2.75,,,,,,,
unincorporated_santa_claraNANAHRANAoutNA,2514,216,2703.556638,85,511,unincorporated_santa_clara,NA,NA,HRA,NA,out,NA,,,,,,,,,,
unincorporated_santa_claraNANAHRANAoutsfd,2515,1144,1032.122078,85,385,unincorporated_santa_clara,NA,NA,HRA,NA,out,sfd,,,,,,,,,,
unincorporated_santa_claraNANAHRANAubzNA,2516,1,0.476684962,85,488,unincorporated_santa_clara,NA,NA,HRA,NA,ubz,NA,,,,,,,,,,
unincorporated_santa_claraNANAHRANAubzsfd,2517,4,1.333133598,85,488,unincorporated_santa_clara,NA,NA,HRA,NA,ubz,sfd,,,,,,,,,,
unincorporated_santa_claraNANANANAexp1_npNA,2518,154,4865.736542,85,706,unincorporated_santa_clara,NA,NA,NA,NA,exp1_np,NA,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANANANAexp1_npsfd,2519,4,33.12632863,85,706,unincorporated_santa_clara,NA,NA,NA,NA,exp1_np,sfd,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANANANAexp1NA,2520,886,8375.435356,85,712,unincorporated_santa_clara,NA,NA,NA,NA,exp1,NA,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANANANAexp1sfd,2521,482,1141.146632,85,712,unincorporated_santa_clara,NA,NA,NA,NA,exp1,sfd,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANANANAexp2_npNA,2522,8,149.8906571,85,706,unincorporated_santa_clara,NA,NA,NA,NA,exp2_np,NA,,,,,,,,,,
unincorporated_santa_claraNANANANAexp3_auNA,2523,454,3614.40146,85,712,unincorporated_santa_clara,NA,NA,NA,NA,exp3_au,NA,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANANANAexp3_ausfd,2524,242,575.641397,85,713,unincorporated_santa_clara,NA,NA,NA,NA,exp3_au,sfd,HS,,2.75,,,,,,,1
unincorporated_santa_claraNANANANAexpmax_npNA,2525,10,842.4390571,85,706,unincorporated_santa_clara,NA,NA,NA,NA,expmax_np,NA,,,,,,,,,,
unincorporated_santa_claraNANANANAinunNA,2526,456,1248.535869,85,629,unincorporated_santa_clara,NA,NA,NA,NA,inun,NA,HS,,2.75,,,,,,,
unincorporated_santa_claraNANANANAinunsfd,2527,2176,665.5373516,85,633,unincorporated_santa_clara,NA,NA,NA,NA,inun,sfd,HS,,2.75,,,,,,,
unincorporated_santa_claraNANANANAoutNA,2528,2468,397606.61,85,353,unincorporated_santa_clara,NA,NA,NA,NA,out,NA,,,,,,,,,,
unincorporated_santa_claraNANANANAoutsfd,2529,443,2595.989119,85,712,unincorporated_santa_clara,NA,NA,NA,NA,out,sfd,,,,,,,,,,
unincorporated_santa_claraNANANANAubzNA,2530,9,110.2547625,85,713,unincorporated_santa_clara,NA,NA,NA,NA,ubz,NA,,,,,,,,,,
unincorporated_santa_claraNANANANAubzsfd,2531,13,27.83173821,85,713,unincorporated_santa_clara,NA,NA,NA,NA,ubz,sfd,,,,,,,,,,
unincorporated_santa_claraNAtra3DISNAinunNA,2532,135,1273.129386,85,572,unincorporated_santa_clara,NA,tra3,DIS,NA,inun,NA,HS,,2.75,,,,,,,
unincorporated_santa_claraNAtra3DISNAinunsfd,2533,266,145.7974127,85,534,unincorporated_santa_clara,NA,tra3,DIS,NA,inun,sfd,HS,,2.75,,,,,,,
unincorporated_santa_claraNAtra3DISNAoutNA,2534,164,1056.982986,85,697,unincorporated_santa_clara,NA,tra3,DIS,NA,out,NA,,,,,,,,,,
unincorporated_santa_claraNAtra3DISNAoutsfd,2535,66,167.0962467,85,697,unincorporated_santa_clara,NA,tra3,DIS,NA,out,sfd,,,,,,,,,,
unincorporated_santa_claraNAtra3HRADISNAinunNA,2536,7,159.6259996,1,748,unincorporated_santa_clara,NA,tra3,HRADIS,NA,inun,NA,HS,,5.5,,,,,,,
unincorporated_santa_claraNAtra3HRADISNAinunsfd,2537,5,0.549384499,1,748,unincorporated_santa_clara,NA,tra3,HRADIS,NA,inun,sfd,HS,,5.5,,,,,,,
unincorporated_santa_claraNAtra3HRANAinunNA,2538,5,0.547800113,85,521,unincorporated_santa_clara,NA,tra3,HRA,NA,inun,NA,HS,,2.75,,,,,,,
unincorporated_santa_claraNAtra3NANAexp0NA,2539,1,0.018621087,85,443,unincorporated_santa_clara,NA,tra3,NA,NA,exp0,NA,HS,,2.75,,,,,,,1
unincorporated_santa_claraNAtra3NANAexp1NA,2540,271,1626.033813,85,712,unincorporated_santa_clara,NA,tra3,NA,NA,exp1,NA,HS,,2.75,,,,,,,1
unincorporated_santa_claraNAtra3NANAexp1sfd,2541,140,324.9587536,85,712,unincorporated_santa_clara,NA,tra3,NA,NA,exp1,sfd,HS,,2.75,,,,,,,1
unincorporated_santa_claraNAtra3NANAexp3_auNA,2542,10,77.05452241,85,702,unincorporated_santa_clara,NA,tra3,NA,NA,exp3_au,NA,HS,,2.75,,,,,,,1
unincorporated_santa_claraNAtra3NANAexp3_ausfd,2543,7,55.08339968,85,712,unincorporated_santa_clara,NA,tra3,NA,NA,exp3_au,sfd,HS,,2.75,,,,,,,1
unincorporated_santa_claraNAtra3NANAinunNA,2544,267,499.6215911,85,635,unincorporated_santa_clara,NA,tra3,NA,NA,inun,NA,HS,,2.75,,,,,,,
unincorporated_santa_claraNAtra3NANAinunsfd,2545,1340,288.4297832,85,635,unincorporated_santa_clara,NA,tra3,NA,NA,inun,sfd,HS,,2.75,,,,,,,
unincorporated_santa_claraNAtra3NANAoutNA,2546,3,48.79990751,85,712,unincorporated_santa_clara,NA,tra3,NA,NA,out,NA,,,,,,,,,,
unincorporated_santa_claraNAtra3NAppainunNA,2547,2,22.5883264,85,700,unincorporated_santa_clara,NA,tra3,NA,ppa,inun,NA,HS,,2.75,,,,,,,
unincorporated_solanoGGNADISNAexp2_npNA,2548,1,19.40083739,95,1270,unincorporated_solano,GG,NA,DIS,NA,exp2_np,NA,,,,,,,,,,
unincorporated_solanoGGNADISNAinunNA,2549,6,3.461337437,95,1249,unincorporated_solano,GG,NA,DIS,NA,inun,NA,HS,,2.75,,,,,,,
unincorporated_solanoGGNADISNAinunsfd,2550,2,0.477081526,55,1291,unincorporated_solano,GG,NA,DIS,NA,inun,sfd,HS,,2.75,,,,,,,
unincorporated_solanoGGNANANAexpmax_npNA,2551,5,102.2467977,95,1271,unincorporated_solano,GG,NA,NA,NA,expmax_np,NA,,,,,,,,,,
unincorporated_solanoGGNANANAexpmax_npsfd,2552,2,2.323347155,95,1271,unincorporated_solano,GG,NA,NA,NA,expmax_np,sfd,,,,,,,,,,
unincorporated_solanoGGNANANAinunNA,2553,3,126.8211575,95,1271,unincorporated_solano,GG,NA,NA,NA,inun,NA,HS,,2.75,,,,,,,
unincorporated_solanoGGNANANAoutNA,2554,1,159.1302876,95,1271,unincorporated_solano,GG,NA,NA,NA,out,NA,,,,,,,,,,
unincorporated_solanoGGtra3DISNAinunNA,2555,1,1.253802411,95,1251,unincorporated_solano,GG,tra3,DIS,NA,inun,NA,HS,,2.75,,,,,,,
unincorporated_solanoNANADISNAexp0_npNA,2556,8,907.4761535,95,1248,unincorporated_solano,NA,NA,DIS,NA,exp0_np,NA,HS,,2.75,,,,,,,1
unincorporated_solanoNANADISNAexp0_npsfd,2557,2,1.047505879,95,1246,unincorporated_solano,NA,NA,DIS,NA,exp0_np,sfd,HS,,2.75,,,,,,,1
unincorporated_solanoNANADISNAexp0NA,2558,29,2609.397687,95,1250,unincorporated_solano,NA,NA,DIS,NA,exp0,NA,HS,,2.75,,,,,,,1
unincorporated_solanoNANADISNAexp0sfd,2559,5,9.592597576,95,1222,unincorporated_solano,NA,NA,DIS,NA,exp0,sfd,HS,,2.75,,,,,,,1
unincorporated_solanoNANADISNAexp1_npNA,2560,5,614.8899629,95,1270,unincorporated_solano,NA,NA,DIS,NA,exp1_np,NA,HS,,2.75,,,,,,,1
unincorporated_solanoNANADISNAexp1_npsfd,2561,1,42.78747506,95,1270,unincorporated_solano,NA,NA,DIS,NA,exp1_np,sfd,HS,,2.75,,,,,,,1
unincorporated_solanoNANADISNAexp1NA,2562,494,15487.55924,95,1249,unincorporated_solano,NA,NA,DIS,NA,exp1,NA,HS,,2.75,,,,,,,1
unincorporated_solanoNANADISNAexp1sfd,2563,707,2924.140782,95,1256,unincorporated_solano,NA,NA,DIS,NA,exp1,sfd,HS,,2.75,,,,,,,1
unincorporated_solanoNANADISNAexp2_npNA,2564,4,173.0612449,95,1270,unincorporated_solano,NA,NA,DIS,NA,exp2_np,NA,,,,,,,,,,
unincorporated_solanoNANADISNAexp3_auNA,2565,261,19237.65277,95,1249,unincorporated_solano,NA,NA,DIS,NA,exp3_au,NA,HS,,2.75,,,,,,,1
unincorporated_solanoNANADISNAexp3_ausfd,2566,162,1103.564646,95,1279,unincorporated_solano,NA,NA,DIS,NA,exp3_au,sfd,HS,,2.75,,,,,,,1
unincorporated_solanoNANADISNAexpmax_npNA,2567,5,1775.677196,95,1251,unincorporated_solano,NA,NA,DIS,NA,expmax_np,NA,,,,,,,,,,
unincorporated_solanoNANADISNAexpmaxNA,2568,108,14338.71448,95,1290,unincorporated_solano,NA,NA,DIS,NA,expmax,NA,,,,,,,,,,
unincorporated_solanoNANADISNAexpmaxsfd,2569,15,33.07094355,95,1290,unincorporated_solano,NA,NA,DIS,NA,expmax,sfd,,,,,,,,,,
unincorporated_solanoNANADISNAinunNA,2570,466,8252.923769,95,1279,unincorporated_solano,NA,NA,DIS,NA,inun,NA,HS,,2.75,,,,,,,
unincorporated_solanoNANADISNAinunsfd,2571,575,1074.130264,95,1282,unincorporated_solano,NA,NA,DIS,NA,inun,sfd,HS,,2.75,,,,,,,
unincorporated_solanoNANADISNAoutNA,2572,1178,110970.5624,95,1251,unincorporated_solano,NA,NA,DIS,NA,out,NA,,,,,,,,,,
unincorporated_solanoNANADISNAoutsfd,2573,836,3607.275367,95,1248,unincorporated_solano,NA,NA,DIS,NA,out,sfd,,,,,,,,,,
unincorporated_solanoNANADISNAubzNA,2574,4,97.5391046,95,1268,unincorporated_solano,NA,NA,DIS,NA,ubz,NA,,,,,,,,,,
unincorporated_solanoNANADISNAubzsfd,2575,15,14.53374132,95,1247,unincorporated_solano,NA,NA,DIS,NA,ubz,sfd,,,,,,,,,,
unincorporated_solanoNANADISppaexp0NA,2576,2,355.8605821,95,1251,unincorporated_solano,NA,NA,DIS,ppa,exp0,NA,HS,,2.75,,,,,,,1
unincorporated_solanoNANADISppainunsfd,2577,1,2.556206372,95,1279,unincorporated_solano,NA,NA,DIS,ppa,inun,sfd,HS,,2.75,,,,,,,
unincorporated_solanoNANADISppaoutNA,2578,4,75.26480596,95,1250,unincorporated_solano,NA,NA,DIS,ppa,out,NA,,,,,,,,,,
unincorporated_solanoNANAHRADISNAexp0NA,2579,1,3.133219641,95,1290,unincorporated_solano,NA,NA,HRADIS,NA,exp0,NA,HS,,2.75,,,,,,,1
unincorporated_solanoNANAHRADISNAexp0sfd,2580,1,32.02352013,95,1268,unincorporated_solano,NA,NA,HRADIS,NA,exp0,sfd,HS,,2.75,,,,,,,1
unincorporated_solanoNANAHRADISNAexp1NA,2581,56,4558.707897,95,1286,unincorporated_solano,NA,NA,HRADIS,NA,exp1,NA,HS,,2.75,,,,,,,1
unincorporated_solanoNANAHRADISNAexp1sfd,2582,188,1020.152455,95,1290,unincorporated_solano,NA,NA,HRADIS,NA,exp1,sfd,HS,,2.75,,,,,,,1
unincorporated_solanoNANAHRADISNAexp3_auNA,2583,539,42025.17643,95,1286,unincorporated_solano,NA,NA,HRADIS,NA,exp3_au,NA,HS,,2.75,,,,,,,1
unincorporated_solanoNANAHRADISNAexp3_ausfd,2584,755,6052.62698,95,1286,unincorporated_solano,NA,NA,HRADIS,NA,exp3_au,sfd,HS,,2.75,,,,,,,1
unincorporated_solanoNANAHRADISNAexpmax_npNA,2585,18,6351.324949,95,1290,unincorporated_solano,NA,NA,HRADIS,NA,expmax_np,NA,,,,,,,,,,
unincorporated_solanoNANAHRADISNAexpmaxNA,2586,76,4196.304787,95,1286,unincorporated_solano,NA,NA,HRADIS,NA,expmax,NA,,,,,,,,,,
unincorporated_solanoNANAHRADISNAexpmaxsfd,2587,86,565.2394916,95,1286,unincorporated_solano,NA,NA,HRADIS,NA,expmax,sfd,,,,,,,,,,
unincorporated_solanoNANAHRADISNAinunNA,2588,38,4313.189581,95,1290,unincorporated_solano,NA,NA,HRADIS,NA,inun,NA,HS,,2.75,,,,,,,
unincorporated_solanoNANAHRADISNAinunsfd,2589,5,98.70389042,95,1286,unincorporated_solano,NA,NA,HRADIS,NA,inun,sfd,HS,,2.75,,,,,,,
unincorporated_solanoNANAHRADISNAoutNA,2590,810,67874.28185,95,1290,unincorporated_solano,NA,NA,HRADIS,NA,out,NA,,,,,,,,,,
unincorporated_solanoNANAHRADISNAoutsfd,2591,501,7260.406539,95,1286,unincorporated_solano,NA,NA,HRADIS,NA,out,sfd,,,,,,,,,,
unincorporated_solanoNANAHRADISNAubzNA,2592,1,384.8061283,95,1286,unincorporated_solano,NA,NA,HRADIS,NA,ubz,NA,,,,,,,,,,
unincorporated_solanoNANAHRANAexp0NA,2593,6,213.30238,95,1289,unincorporated_solano,NA,NA,HRA,NA,exp0,NA,HS,,2.75,,,,,,,1
unincorporated_solanoNANAHRANAexp0sfd,2594,1,9.537661106,95,1289,unincorporated_solano,NA,NA,HRA,NA,exp0,sfd,HS,,2.75,,,,,,,1
unincorporated_solanoNANAHRANAexp1NA,2595,10,579.7399873,95,1289,unincorporated_solano,NA,NA,HRA,NA,exp1,NA,HS,,2.75,,,,,,,1
unincorporated_solanoNANAHRANAexp1sfd,2596,2,11.14156863,95,1289,unincorporated_solano,NA,NA,HRA,NA,exp1,sfd,HS,,2.75,,,,,,,1
unincorporated_solanoNANAHRANAinunsfd,2597,1,0.174241399,95,1289,unincorporated_solano,NA,NA,HRA,NA,inun,sfd,HS,,2.75,,,,,,,
unincorporated_solanoNANAHRANAoutNA,2598,2,41.9636683,95,1289,unincorporated_solano,NA,NA,HRA,NA,out,NA,,,,,,,,,,
unincorporated_solanoNANANANAexp0NA,2599,36,542.7868213,95,1288,unincorporated_solano,NA,NA,NA,NA,exp0,NA,HS,,2.75,,,,,,,1
unincorporated_solanoNANANANAexp0sfd,2600,3,3.981865444,95,1289,unincorporated_solano,NA,NA,NA,NA,exp0,sfd,HS,,2.75,,,,,,,1
unincorporated_solanoNANANANAexp1NA,2601,393,16007.23876,95,1287,unincorporated_solano,NA,NA,NA,NA,exp1,NA,HS,,2.75,,,,,,,1
unincorporated_solanoNANANANAexp1sfd,2602,48,354.5256694,95,1287,unincorporated_solano,NA,NA,NA,NA,exp1,sfd,HS,,2.75,,,,,,,1
unincorporated_solanoNANANANAexp2_npNA,2603,2,440.1777476,95,1287,unincorporated_solano,NA,NA,NA,NA,exp2_np,NA,,,,,,,,,,
unincorporated_solanoNANANANAexp3_auNA,2604,736,53408.95957,95,1287,unincorporated_solano,NA,NA,NA,NA,exp3_au,NA,HS,,2.75,,,,,,,1
unincorporated_solanoNANANANAexp3_ausfd,2605,22,427.8717879,95,1287,unincorporated_solano,NA,NA,NA,NA,exp3_au,sfd,HS,,2.75,,,,,,,1
unincorporated_solanoNANANANAexpmax_npNA,2606,7,719.3514506,95,1287,unincorporated_solano,NA,NA,NA,NA,expmax_np,NA,,,,,,,,,,
unincorporated_solanoNANANANAexpmax_npsfd,2607,1,5.441285814,95,1271,unincorporated_solano,NA,NA,NA,NA,expmax_np,sfd,,,,,,,,,,
unincorporated_solanoNANANANAexpmaxNA,2608,357,29175.2025,95,1287,unincorporated_solano,NA,NA,NA,NA,expmax,NA,,,,,,,,,,
unincorporated_solanoNANANANAexpmaxsfd,2609,3,175.3524207,95,1287,unincorporated_solano,NA,NA,NA,NA,expmax,sfd,,,,,,,,,,
unincorporated_solanoNANANANAinunNA,2610,530,1555.405158,95,1212,unincorporated_solano,NA,NA,NA,NA,inun,NA,HS,,2.75,,,,,,,
unincorporated_solanoNANANANAinunsfd,2611,271,115.6678569,95,1221,unincorporated_solano,NA,NA,NA,NA,inun,sfd,HS,,2.75,,,,,,,
unincorporated_solanoNANANANAoutNA,2612,171,19980.56927,95,1238,unincorporated_solano,NA,NA,NA,NA,out,NA,,,,,,,,,,
unincorporated_solanoNANANANAoutsfd,2613,2,27.54968256,95,1287,unincorporated_solano,NA,NA,NA,NA,out,sfd,,,,,,,,,,
unincorporated_solanoNANANAppaoutNA,2614,1,0.39196778,95,1211,unincorporated_solano,NA,NA,NA,ppa,out,NA,,,,,,,,,,
unincorporated_solanoNAtra3DISNAoutNA,2615,1,23.48550096,95,1250,unincorporated_solano,NA,tra3,DIS,NA,out,NA,,,,,,,,,,
unincorporated_solanoNAtra3NANAinunNA,2616,174,40.41725556,95,1226,unincorporated_solano,NA,tra3,NA,NA,inun,NA,HS,,2.75,,,,,,,
unincorporated_solanoNAtra3NANAinunsfd,2617,201,30.2861671,95,1226,unincorporated_solano,NA,tra3,NA,NA,inun,sfd,HS,,2.75,,,,,,,
unincorporated_sonomaGGNADISNAexp0NA,2618,160,394.7208153,97,1368,unincorporated_sonoma,GG,NA,DIS,NA,exp0,NA,HS,,2.75,,,,,,,1
unincorporated_sonomaGGNADISNAexp0sfd,2619,72,41.07877511,97,1320,unincorporated_sonoma,GG,NA,DIS,NA,exp0,sfd,HS,,2.75,,,,,,,1
unincorporated_sonomaGGNADISNAinunNA,2620,354,392.0595665,97,1378,unincorporated_sonoma,GG,NA,DIS,NA,inun,NA,HS,,2.75,,,,,,,
unincorporated_sonomaGGNADISNAinunsfd,2621,998,286.5586717,97,1378,unincorporated_sonoma,GG,NA,DIS,NA,inun,sfd,HS,,2.75,,,,,,,
unincorporated_sonomaGGNADISNAoutNA,2622,123,77.74582615,97,1319,unincorporated_sonoma,GG,NA,DIS,NA,out,NA,,,,,,,,,,
unincorporated_sonomaGGNADISNAoutsfd,2623,88,12.63150544,97,1319,unincorporated_sonoma,GG,NA,DIS,NA,out,sfd,,,,,,,,,,
unincorporated_sonomaGGNAHRANAexp1_npNA,2624,2,3.6315381,97,1386,unincorporated_sonoma,GG,NA,HRA,NA,exp1_np,NA,HS,,2.75,,,,,,,1
unincorporated_sonomaGGNAHRANAexp1sfd,2625,2,2.158695642,97,1384,unincorporated_sonoma,GG,NA,HRA,NA,exp1,sfd,HS,,2.75,,,,,,,1
unincorporated_sonomaGGNAHRANAinunNA,2626,2,1.431318106,97,1384,unincorporated_sonoma,GG,NA,HRA,NA,inun,NA,HS,,2.75,,,,,,,
unincorporated_sonomaGGNAHRANAinunsfd,2627,10,2.472000846,97,1384,unincorporated_sonoma,GG,NA,HRA,NA,inun,sfd,HS,,2.75,,,,,,,
unincorporated_sonomaGGNAHRANAoutsfd,2628,1,0.917033195,97,1384,unincorporated_sonoma,GG,NA,HRA,NA,out,sfd,,,,,,,,,,
unincorporated_sonomaGGNANANAexp0NA,2629,13,8.12380782,97,1319,unincorporated_sonoma,GG,NA,NA,NA,exp0,NA,HS,,2.75,,,,,,,1
unincorporated_sonomaGGNANANAexp0sfd,2630,1,0.135576541,97,1319,unincorporated_sonoma,GG,NA,NA,NA,exp0,sfd,HS,,2.75,,,,,,,1
unincorporated_sonomaGGNANANAexp1NA,2631,7,71.210416,97,1336,unincorporated_sonoma,GG,NA,NA,NA,exp1,NA,HS,,2.75,,,,,,,1
unincorporated_sonomaGGNANANAexp1sfd,2632,6,23.80142132,97,1336,unincorporated_sonoma,GG,NA,NA,NA,exp1,sfd,HS,,2.75,,,,,,,1
unincorporated_sonomaGGNANANAinunNA,2633,286,563.3333593,97,1348,unincorporated_sonoma,GG,NA,NA,NA,inun,NA,HS,,2.75,,,,,,,
unincorporated_sonomaGGNANANAinunsfd,2634,157,79.15109974,97,1380,unincorporated_sonoma,GG,NA,NA,NA,inun,sfd,HS,,2.75,,,,,,,
unincorporated_sonomaGGNANANAoutNA,2635,84,62.97725886,97,1319,unincorporated_sonoma,GG,NA,NA,NA,out,NA,,,,,,,,,,
unincorporated_sonomaGGNANANAoutsfd,2636,42,7.703013873,97,1319,unincorporated_sonoma,GG,NA,NA,NA,out,sfd,,,,,,,,,,
unincorporated_sonomaGGtra3DISNAexp0NA,2637,111,259.9763094,97,1368,unincorporated_sonoma,GG,tra3,DIS,NA,exp0,NA,HS,,2.75,,,,,,,1
unincorporated_sonomaGGtra3DISNAexp0sfd,2638,3,2.658706277,97,1368,unincorporated_sonoma,GG,tra3,DIS,NA,exp0,sfd,HS,,2.75,,,,,,,1
unincorporated_sonomaGGtra3DISNAexp1NA,2639,5,26.3588071,97,1368,unincorporated_sonoma,GG,tra3,DIS,NA,exp1,NA,HS,,2.75,,,,,,,1
unincorporated_sonomaGGtra3DISNAinunNA,2640,7,19.16317833,97,1378,unincorporated_sonoma,GG,tra3,DIS,NA,inun,NA,HS,,2.75,,,,,,,
unincorporated_sonomaGGtra3DISNAinunsfd,2641,5,20.25761529,97,1378,unincorporated_sonoma,GG,tra3,DIS,NA,inun,sfd,HS,,2.75,,,,,,,
unincorporated_sonomaGGtra3DISNAoutNA,2642,2,41.65074905,97,1368,unincorporated_sonoma,GG,tra3,DIS,NA,out,NA,,,,,,,,,,
unincorporated_sonomaGGtra3NANAinunNA,2643,42,28.98022448,97,1376,unincorporated_sonoma,GG,tra3,NA,NA,inun,NA,HS,,2.75,,,,,,,
unincorporated_sonomaGGtra3NANAinunsfd,2644,42,8.152842915,97,1377,unincorporated_sonoma,GG,tra3,NA,NA,inun,sfd,HS,,2.75,,,,,,,
unincorporated_sonomaNANADISNAexp0_npNA,2645,1,7.277772006,97,1397,unincorporated_sonoma,NA,NA,DIS,NA,exp0_np,NA,HS,,2.75,,,,,,,1
