development_projects_id,raw_id,building_name,site_name,action,scen0,scen3,scen1,scen2,scen4,scen5,address,city,zip,county,x,y,geom_id,year_built,duration,building_type_id,building_type,building_sqft,non_residential_sqft,residential_units,unit_ave_sqft,tenure,rent_type,stories,parking_spaces,Average Weighted Rent,rent_ave_sqft,rent_ave_unit,last_sale_year,last_sale_price,source,apn
102,9541127,Annadel Apartments,,build,1,1,1,1,1,1,1020 Jennings Ave,Santa Rosa,954014216,Sonoma,-122.7296583,38.452508,10072674231745,2015,,,HM,300000.0,0.0,341.0,879.0,rent,Market,3.0,,,,,,,,Santa Rosa-041-161-031
103,9224485,Paragon,,build,1,1,1,1,1,1,3700 Beacon Ave,Fremont,94538,Alameda,-121.9815458,37.54822304,6785456678289,2013,,,HM,270005.0,0.0,301.0,885.0,rent,Market/Affordable,4.0,,,2.9,2586.0,2014.0,111000000.0,,Fremont-501 113004801
104,7899445,Berkeley Central,,build,1,1,1,1,1,1,2055 Center St,Berkeley,94704,Alameda,-122.2692867,37.87041717,6464299936240,2012,,,HM,188000.0,0.0,146.0,889.0,rent,Market/Affordable,9.0,143.0,,4.02,3578.0,,,,Berkeley-057 202300701
105,9146895,Candlestick Heights,,build,1,1,1,1,1,1,833-881 Jamestown Ave,San Francisco,941243762,San Francisco,-122.3897335,37.71497873,3180120147551,2013,,,HM,104000.0,0.0,121.0,890.0,rent,Affordable,3.0,,,1.47,1247.0,,,,San Francisco-4991276
106,9200822,Stewart Village Apartments,,build,1,1,1,1,1,1,959 Stewart Dr,Sunnyvale,940853913,Santa Clara,-122.0027096,37.38502224,4424488315860,2014,,,HM,140000.0,0.0,202.0,890.0,rent,Market,3.0,100.0,,3.77,3359.0,,,,Sunnyvale-20522014-2
107,6584927,Etta,,build,1,1,1,1,1,1,1285 Sutter St,San Francisco,94109,San Francisco,-122.4211894,37.78735348,6915917557740,2013,,,HM,102915.0,0.0,107.0,891.0,rent,Market,13.0,230.0,,4.66,4152.0,2015.0,106000000.0,,San Francisco-0691008
108,8974947,Tuscany Apartments,,build,1,1,1,1,1,1,3229 El Camino Real,Santa Clara,95051,Santa Clara,-121.9854268,37.35296928,8152404874864,2014,,,HM,118451.0,0.0,133.0,891.0,rent,Market,4.0,,,3.13,2785.0,,,,Santa Clara-22001056
109,9230347,Azure Apartments,,build,1,1,1,1,1,1,690 Long Bridge St,San Francisco,94107,San Francisco,-122.3928547,37.7728578,5865646853577,2015,,,HM,396200.0,0.0,273.0,892.0,rent,Market,16.0,,,5.34,4762.0,,,,San Francisco-8711013
110,8027054,Arroyo Apartments,,build,1,1,1,1,1,1,1250 Arroyo Way,Walnut Creek,945964216,Contra Costa,-122.0600699,37.90546459,13775284790140,2015,,,HM,162064.0,0.0,181.0,893.0,rent,Market,6.0,,,,,,,,Walnut Creek-90941
111,8302757,River View,,build,1,1,1,1,1,1,250 Brandon St,San Jose,95134,Santa Clara,-121.9429251,37.4022836,815841307910,2015,,,HM,240000.0,0.0,266.0,899.0,rent,Market,4.0,,,,,,,,San Jose-9706039
112,9459087,Mio Japantown,,build,1,1,1,1,1,1,688 S 7th St,San Jose,951123828,Santa Clara,-121.89295,37.35153204,10223535361428,2015,,,HM,100000.0,0.0,103.0,908.0,rent,Market,4.0,,,3.35,2954.0,,,,San Jose-24937006
113,8374206,Station Center Apartments,,build,1,1,1,1,1,1,34800-34888 11th St,Union City,945878555,Alameda,-122.0168479,37.59231753,11763133911567,2011,,,HM,142983.0,0.0,156.0,916.0,rent,Affordable,4.0,100.0,,1.2,1102.0,,,,Union City-087 001900402
114,9566132,Domus on the Boulevard,,build,1,1,1,1,1,1,2650 W El Camino Real,Mountain View,940401117,Santa Clara,-122.1155196,37.40308879,11729097895358,2015,,,HM,155400.0,0.0,168.0,920.0,rent,Market,4.0,,,,,,,,Mountain View-14816005
115,1577989,Nazareth Vista,,build,1,1,1,1,1,1,900 Sixth Ave,Belmont,940022356,San Mateo,-122.2781659,37.51977674,17349841143880,2011,,,HM,63960.0,0.0,69.0,925.0,rent,,3.0,20.0,,,,2012.0,,,Belmont-45152570
116,8920523,,,build,1,1,1,1,1,1,1818 Trousdale Dr,Burlingame,94010,San Mateo,-122.3860859,37.59239121,2081038678699,2015,,,HM,75036.0,0.0,81.0,925.0,rent,,4.0,,,,,2013.0,4274200000.0,,Burlingame-25121270
117,8202002,Stoneridge Creek,,build,1,1,1,1,1,1,W Las Positas Blvd,Pleasanton,94566,Alameda,-121.8527714,37.69775698,15350814396973,2013,,,HM,1079510.0,0.0,1167.0,925.0,rent,,1.0,841.0,,,,,,,Unincorporated Alameda-946 112800309-2
118,9101438,Cornerstone Assisted Living,,build,1,1,1,1,1,1,40 Orange Tree Cir,Vacaville,956873105,Solano,-121.9466447,38.3744648,14385851016513,2014,,,HM,35000.0,0.0,37.0,925.0,rent,,1.0,,,,,,,,Vacaville-134343050
119,7779153,Stoneridge Creek Retirement Community,Staples Ranch,build,1,1,1,1,1,1,3300 Stoneridge Creek Way,Pleasanton,94588,Alameda,-121.8527714,37.69775698,15350814396973,2014,,,HM,70016.0,0.0,75.0,925.0,rent,,1.0,,,,,,,,Unincorporated Alameda-946 112800309-2
120,6249317,Sunol Creek Memory Care,,build,1,1,1,1,1,1,5980 Sunol Blvd,Pleasanton,94566,Alameda,-121.8809013,37.64550132,10980402828529,2014,,,HM,24573.0,0.0,26.0,925.0,rent,,2.0,101.0,,,,,,,Pleasanton-948 001700804
121,9536766,,,build,1,1,1,1,1,1,4210 Thomas Lake Harris Dr,Santa Rosa,954035785,Sonoma,-122.7223415,38.4871242,1881108163673,2013,,,HM,5000.0,0.0,5.0,925.0,rent,,,,,,,,,,Santa Rosa-173-670-012
122,9543135,Westmont of Morgan Hill,,build,1,1,1,1,1,1,1160 Cochrane Rd,Morgan Hill,950379354,Santa Clara,-121.6478768,37.155214,15764151137157,2011,,,HM,104786.0,0.0,113.0,925.0,rent,,2.0,40.0,,,,,,,Morgan Hill-72831006
123,8369954,Terraces Los Altos,,build,1,1,1,1,1,1,323 Pine Ln,Los Altos,94022,Santa Clara,-122.1213823,37.39258999,6598862643281,2014,,,HM,31238.0,0.0,33.0,925.0,rent,,2.0,,,,,,,,Los Altos-16724034
124,6969757,Merrill Gardens at Campbell,,build,1,1,1,1,1,1,2115-2075 Winchester Blvd,Campbell,950083435,Santa Clara,-121.9505834,37.28585998,5164357788654,2013,,,HM,100000.0,0.0,108.0,925.0,rent,,3.0,,,,,,,,Campbell-30531054
125,7019407,Peninsula Del Ray,,build,1,1,1,1,1,1,165 Pierce St,Daly City,94015,San Mateo,-122.4731567,37.68551765,14322091438059,2011,,,HM,187400.0,0.0,202.0,925.0,rent,,5.0,200.0,,,,,,,Daly City-8082170
126,8232086,Stoneridge Creek,,build,1,1,1,1,1,1,2200 Stoneridge Creek Way,Pleasanton,94588,Alameda,-121.8527714,37.69775698,15350814396973,2013,,,HM,985000.0,0.0,1064.0,925.0,rent,,1.0,,,,,,,,Unincorporated Alameda-946 112800309-2
127,8398717,,,build,1,1,1,1,1,1,750 2nd St,San Francisco,94107,San Francisco,-122.390271,37.78000572,14142881397630,2013,,,HM,31131.0,0.0,17.0,925.0,rent,Market,9.0,16.0,,,2165.0,,,,San Francisco-3794002A
128,6331065,Carroll Station,,build,1,1,1,1,1,1,5800-5900 3rd St,San Francisco,94124,San Francisco,-122.39552,37.72517312,9737492148715,2011,,,HM,295861.0,0.0,319.0,925.0,rent,Market,4.0,130.0,,,,2014.0,51500000.0,,San Francisco-5431A001
129,9241343,Bayview Hills Gardens,,build,1,1,1,1,1,1,6600 3rd St,San Francisco,941243506,San Francisco,-122.398266,37.71840319,11105818153723,2013,,,HM,80436.0,0.0,73.0,925.0,rent,Affordable,5.0,21.0,,,1287.0,,,,San Francisco-5476012
130,9284945,350 8th Street,,build,1,1,1,1,1,1,350 8th St,San Francisco,941034422,San Francisco,-122.4096584,37.77369417,9411641510034,2015,,,HM,306000.0,0.0,330.0,925.0,rent,Market/Affordable,7.0,,,,,,,,San Francisco-3756003
131,8875732,1266 9th Ave,,build,1,1,1,1,1,1,1266-1270 9th Ave,San Francisco,94122,San Francisco,-122.4660191,37.76457506,13083104338819,2014,,,HM,19416.0,0.0,15.0,925.0,rent,,4.0,15.0,,,2192.0,,,,San Francisco-1742043
132,8101553,,,build,1,1,1,1,1,1,380 14th St,San Francisco,94103,San Francisco,-122.4217429,37.76834093,13178999926137,2012,,,HM,27235.0,0.0,29.0,925.0,rent,Market,5.0,,,,,2012.0,814500.0,,San Francisco-3532014
133,9369695,Fifteen Fifteen,,build,1,1,1,1,1,1,1501-1515 15th St,San Francisco,941033608,San Francisco,-122.4179775,37.76654179,2286391986263,2014,,,HM,45000.0,0.0,32.0,925.0,rent,Market,5.0,,,,,,,,San Francisco-3553054
134,9140340,,,build,1,1,1,1,1,1,610-616 20th St,San Francisco,941073117,San Francisco,-122.3879746,37.76076831,14051668054652,2013,,,HM,17000.0,0.0,19.0,925.0,rent,,5.0,18.0,,,2165.0,,,,San Francisco-4058008
135,9414369,Meadow Walk,Bay Meadows,build,1,1,1,1,1,1,380 28th Ave,San Mateo,944032405,San Mateo,-122.2973044,37.5432929,16421347391126,2016,,,HM,336000.0,0.0,363.0,925.0,rent,Market,3.0,,,,,,,,San Mateo-40030190
136,9428636,The Avenue,Bay Meadows,build,1,1,1,1,1,1,380 28th Ave,San Mateo,944032405,San Mateo,-122.2973044,37.5432929,16421347391126,2016,,,HM,24800.0,0.0,26.0,925.0,rent,Market,3.0,,,,,,,,San Mateo-40030190
137,9428713,Hawthrone,Bay Meadows,build,1,1,1,1,1,1,380 28th Ave,San Mateo,944032405,San Mateo,-122.2996784,37.54207019,10379181807728,2016,,,HM,67200.0,0.0,72.0,925.0,rent,Market,5.0,,,,,,,,San Mateo-40030240
138,9428724,Elektra,Bay Meadows,build,1,1,1,1,1,1,380 28th Ave,San Mateo,944032405,San Mateo,-122.2996784,37.54207019,10379181807728,2016,,,HM,73600.0,0.0,79.0,925.0,rent,Market,4.0,,,,,,,,San Mateo-40030240
139,8895460,Landsdowne,Bay Meadows,build,1,1,1,1,1,1,380 28th Ave,San Mateo,944032405,San Mateo,-122.2973044,37.5432929,16421347391126,2015,,,HM,150000.0,0.0,162.0,925.0,rent,Market,3.0,,,,,,,,San Mateo-40030190
140,9119608,One Marina,,build,1,1,1,1,1,1,630 Bair Island Rd,Redwood City,94063,San Mateo,-122.224004,37.49566165,14276082044484,2014,,,HM,283437.0,0.0,306.0,925.0,rent,Market,3.0,240.0,,,,,,,Redwood City-52531100
141,6284526,12 Unit Townhouse Development,,build,1,1,1,1,1,1,408-418 Bosworth St,San Francisco,94112,San Francisco,-122.430717,37.7334914,11564149331513,2011,,,HM,42680.0,0.0,12.0,925.0,rent,Market,4.0,26.0,,,,2010.0,4300000.0,,San Francisco-6747030
142,9004756,8th & Brannan,,build,1,1,1,1,1,1,801 Brannan St,San Francisco,941034903,San Francisco,-122.4038826,37.77182386,16051022503226,2017,,,HM,383000.0,0.0,414.0,925.0,rent,Market/Affordable,6.0,422.0,,,,,,,San Francisco-3783001
143,9564585,LuXe,,build,1,1,1,1,1,1,1650 Broadway,San Francisco,941092424,San Francisco,-122.424471,37.79591252,188201873332,2015,,,HM,70000.0,0.0,75.0,925.0,rent,Market,7.0,,,,,,,,San Francisco-0570011
144,7972349,The Heights,,build,1,1,1,1,1,1,2829 California St,San Francisco,94115,San Francisco,-122.4409897,37.78768735,5506740143168,2013,,,HM,20000.0,0.0,12.0,925.0,rent,,4.0,6.0,,,2165.0,2013.0,850000.0,,San Francisco-1028028
145,7281698,Radiance at Mission Bay,,build,1,1,1,1,1,1,325 China Basin St,San Francisco,94158,San Francisco,-122.3874534,37.7716621,11046695593635,2011,,,HM,100000.0,0.0,99.0,925.0,rent,Market,5.0,,,,,,,,San Francisco-8720018
146,9021833,Onyx,,build,1,1,1,1,1,1,405-415 De Haro St,San Francisco,941072312,San Francisco,-122.4010914,37.76459997,110412276713,2014,,,HM,28301.0,0.0,20.0,925.0,rent,Market,5.0,20.0,,,,,,,San Francisco-3980008
147,9701996,Delaware Pacific Family Apartments - Phase II,,build,1,1,1,1,1,1,2000 S Delaware St,San Mateo,944031499,San Mateo,-122.3056291,37.55097043,9893028863291,2015,,,HM,72000.0,0.0,77.0,925.0,rent,Affordable,5.0,,,,,,,,San Mateo-35320110
148,8895442,Amelia,Bay Meadows,build,1,1,1,1,1,1,2600 S Delaware St,San Mateo,944031904,San Mateo,-122.2973044,37.5432929,16421347391126,2014,,,HM,100000.0,0.0,63.0,925.0,rent,Market,3.0,,,,,,,,San Mateo-40030190
149,5629018,The Heights,,build,1,1,1,1,1,1,1933 Divisadero St,San Francisco,94115,San Francisco,-122.4406777,37.7875743,16606352062816,2013,,,HM,8000.0,0.0,8.0,925.0,rent,,4.0,,,,,2013.0,310000.0,,San Francisco-1028003
150,9110597,Thirty Five Dolore,,build,1,1,1,1,1,1,35 Dolores,San Francisco,941031006,San Francisco,-122.4263082,37.76856011,2970594466242,2015,,,HM,30000.0,0.0,32.0,925.0,rent,Market,3.0,,,,,,,,San Francisco-3534069
151,9378274,,,build,1,1,1,1,1,1,411 Dondee St,Pacifica,940443211,San Mateo,-122.4950852,37.61005094,8093314555335,2014,,,HM,3100.0,0.0,9.0,925.0,rent,Market,3.0,15.0,,,2165.0,,,,Pacifica-22027030
152,8862465,,,build,1,1,1,1,1,1,2000-2020 Ellis St,San Francisco,94115,San Francisco,-122.4394344,37.78171821,11239291571314,2013,,,HM,10000.0,0.0,12.0,925.0,rent,,4.0,20.0,,,1788.0,,,,San Francisco-1101048
153,8242738,Lumina,,build,1,1,1,1,1,1,201 Folsom St,San Francisco,941052007,San Francisco,-122.3918514,37.78868202,15793364770689,2016,,,HM,1046700.0,0.0,1131.0,925.0,rent,Market,42.0,,,,,,,,San Francisco-3746003
154,8908878,,,build,1,1,1,1,1,1,1 Franklin St,San Francisco,94102,San Francisco,-122.4211102,37.77442892,13673082633508,2016,,,HM,42560.0,0.0,46.0,925.0,rent,Market,8.0,18.0,,,,,,,San Francisco-0837003
155,9336133,Franklin 299,,build,1,1,1,1,1,1,299 Franklin St,Redwood City,94063-191,San Mateo,-122.2275823,37.48248181,725594053344,2015,,,HM,580794.0,0.0,627.0,925.0,rent,Market,6.0,,,,,,,,Redwood City-53173110
156,9414309,1450 Franklin,,build,1,1,1,1,1,1,1450 Franklin St,San Francisco,941095446,San Francisco,-122.4232531,37.78805629,14446891131759,2015,,,HM,57000.0,0.0,61.0,925.0,rent,Market,13.0,,,,,,,,San Francisco-0671006
157,9069447,Park 181,,build,1,1,1,1,1,1,181 Fremont St,San Francisco,941052227,San Francisco,-122.3952208,37.78964244,7495645854684,2016,,,HM,120457.0,0.0,130.0,925.0,rent,Market,70.0,,,,,,,,San Francisco-3719010
158,9241431,Transbay Block 6,,build,1,1,1,1,1,1,299 Fremont St,San Francisco,941052318,San Francisco,-122.3936085,37.78870574,8695287094504,2015,,,HM,278000.0,0.0,300.0,925.0,rent,Market/Affordable,32.0,,,,,2014.0,90000000.0,,San Francisco-3738004
159,9257176,333 Fremont,,build,1,1,1,1,1,1,333 Fremont St,San Francisco,941052317,San Francisco,-122.3929466,37.78777144,16509997626311,2013,,,HM,132000.0,0.0,142.0,925.0,rent,Market,8.0,103.0,,,,,,,San Francisco-3747012
160,8319888,340 Fremont,,build,1,1,1,1,1,1,340 Fremont St,San Francisco,94105,San Francisco,-122.3936422,37.78703112,10666174214394,2016,,,HM,300000.0,0.0,324.0,925.0,rent,Market,40.0,269.0,,,,,,,San Francisco-3748033
161,9653993,Pacific Pointe at the Shipyard,Hunter's Point Shipyard,build,1,1,1,1,1,1,350 Friedell St,San Francisco,94124,San Francisco,-122.3707621,37.727755,6066920989444,2015,,,HM,70000.0,0.0,75.0,925.0,rent,Market,5.0,,,,,,,,San Francisco-4644002
162,8116569,Drs. Julian & Raye Richardson Apartments,,build,1,1,1,1,1,1,365 Fulton St,San Francisco,94102,San Francisco,-122.4229547,37.77849361,16265711820545,2011,,,HM,65419.0,0.0,120.0,925.0,rent,Affordable,5.0,,,,1287.0,,,,San Francisco-0792028
163,8900992,,,build,1,1,1,1,1,1,121 Golden Gate Ave,San Francisco,94102,San Francisco,-122.4125426,37.78178715,5048123459474,2014,,,HM,109375.0,0.0,90.0,925.0,rent,Affordable,10.0,,,,1287.0,,,,San Francisco-0349001
164,8116581,Mary Helen Rogers Senior Community,,build,1,1,1,1,1,1,701 Golden Gate Ave,San Francisco,941023101,San Francisco,-122.4223874,37.78052026,5857045023350,2013,,,HM,150000.0,0.0,100.0,925.0,rent,Affordable,8.0,100.0,,,1287.0,,,,San Francisco-0768013
165,9031629,Grove Street,,build,1,1,1,1,1,1,400 Grove St,San Francisco,941024303,San Francisco,-122.423479,37.77798856,16830711246721,2015,,,HM,38125.0,0.0,41.0,925.0,rent,Market,5.0,27.0,,,,,,,San Francisco-0793079
166,8846666,,,build,1,1,1,1,1,1,401 Grove St,San Francisco,94102,San Francisco,-122.4235604,37.77749242,16451075690747,2014,,,HM,71195.0,0.0,63.0,925.0,rent,Market,5.0,92.0,,,,,,,San Francisco-0808036
167,9354814,Greenheart Housing,,build,1,1,1,1,1,1,777 Hamilton Ave,Menlo Park,940251428,San Mateo,-122.1563153,37.47967266,10757572095409,2016,,,HM,156000.0,0.0,168.0,925.0,rent,Market,3.0,,,,,,,,Menlo Park-55396060
168,9412964,870 Harrison,,build,1,1,1,1,1,1,870 Harrison St,San Francisco,941071125,San Francisco,-122.4013573,37.7797426,475775227637,2015,,,HM,22100.0,0.0,23.0,925.0,rent,Market,6.0,,,,,,,,San Francisco-3752019
169,9006658,,,build,1,1,1,1,1,1,960 Harrison St,San Francisco,941071009,San Francisco,-122.4034032,37.77811936,5834044259187,2013,,,HM,8300.0,0.0,8.0,925.0,rent,,4.0,8.0,,,,,,,San Francisco-3753021
170,9233038,Anton Menlo,,build,1,1,1,1,1,1,3639 Haven Ave,Menlo Park,940251010,San Mateo,-122.1834976,37.48628262,1930649712539,2016,,,HM,630000.0,0.0,681.0,925.0,rent,Market/Affordable,4.0,,,,,,,,Menlo Park-55170320
171,9680721,Anton Menlo,,build,1,1,1,1,1,1,3649 Haven Ave,Menlo Park,940251010,San Mateo,-122.1840452,37.486801,3883896659911,2016,,,HM,109500.0,0.0,118.0,925.0,rent,Market,4.0,,,,,,,,Menlo Park-134291710
172,9031644,,,build,1,1,1,1,1,1,450 Hayes St,San Francisco,941024309,San Francisco,-122.4238794,37.77703611,15023545676933,2015,,,HM,50000.0,0.0,54.0,925.0,rent,Market,4.0,,,,,,,,San Francisco-0808039
173,9678351,,,build,1,1,1,1,1,1,650 Indiana St,San Francisco,941073022,San Francisco,-122.3918616,37.76214783,13330081086554,2016,,,HM,122185.0,0.0,132.0,925.0,rent,Market/Affordable,5.0,85.0,,,,,,,San Francisco-4041009
174,9654015,Block 53 & 54,Hunter's Point Shipyard,build,1,1,1,1,1,1,Innes Ave,San Francisco,94124,San Francisco,-122.3697725,37.7281384,2818535481151,2016,,,HM,200000.0,0.0,216.0,925.0,rent,Market,4.0,,,,,,,,San Francisco-4644002
175,9654022,Block 56 & 57,Hunter's Point Shipyard,build,1,1,1,1,1,1,Innes Ave,San Francisco,94124,San Francisco,-122.3684383,37.7268872,6936319530511,2017,,,HM,105000.0,0.0,113.0,925.0,rent,Market,3.0,,,,,,,,San Francisco-4591A079-1
176,9149526,Olympia Townhomes,Hunter's Point Shipyard,build,1,1,1,1,1,1,11 Innes Ct,San Francisco,94124,San Francisco,-122.3701996,37.72838118,10858462384640,2014,,,HM,31948.0,0.0,25.0,925.0,rent,Market,2.0,,,,,,,,San Francisco-4644002
177,9149559,Merchant Condominiums,Hunter's Point Shipyard,build,1,1,1,1,1,1,11 Innes Ct,San Francisco,94124,San Francisco,-122.3696392,37.72900149,16696974283546,2014,,,HM,65000.0,0.0,70.0,925.0,rent,Market,4.0,,,,,,,,San Francisco-4644002
178,9601163,Anton Hacienda,,build,1,1,1,1,1,1,5729 W Las Positas Blvd,Pleasanton,945884084,Alameda,-121.8874979,37.68804784,2655922693690,2015,,,HM,149136.0,0.0,160.0,928.0,rent,Market/Affordable,3.0,,,,,,,,Pleasanton-941 276401500
179,8256801,Apex,,build,1,1,1,1,1,1,1102 S Abel St,Milpitas,95035,Santa Clara,-121.903771,37.41424281,15118070807527,2013,,,HM,370392.0,0.0,366.0,929.0,rent,Market,5.0,366.0,,3.31,3077.0,2014.0,150000000.0,,Milpitas-8612021
180,8284296,Crescent Village,,build,1,1,1,1,1,1,320 Crescent Village Cir,San Jose,95134,Santa Clara,-121.9307854,37.40292042,8104084971993,2012,,,HM,1164500.0,0.0,1750.0,936.0,rent,Market,4.0,1000.0,,3.21,3006.0,,,,San Jose-09733094
181,8279583,Verona,,build,1,1,1,1,1,1,385 River Oaks Cir,San Jose,951341930,Santa Clara,-121.9249005,37.40445868,15021706113960,2015,,,HM,270000.0,0.0,438.0,936.0,rent,Market,5.0,447.0,,3.2,3000.0,,,,San Jose-09733102
182,9354765,Hearth Apartments,,build,1,1,1,1,1,1,2870 Kaiser Dr,Santa Clara,950515329,Santa Clara,-121.9799836,37.34076653,4928358383728,2015,,,HM,250000.0,0.0,289.0,939.0,rent,Market,4.0,300.0,,3.71,3488.0,,,,Santa Clara-29026024-1
183,8091108,Tassafaronga Village,,build,1,1,1,1,1,1,930 84th Ave,Oakland,94621,Alameda,-122.1857812,37.75065478,12169053053350,2011,,,HM,223032.0,0.0,157.0,943.0,rent,Affordable,3.0,180.0,,1.07,1011.0,,,,Oakland-042 454600400
184,8970893,Orvieto Apartments,,build,1,1,1,1,1,1,80 Montecito Vista Dr,San Jose,951113109,Santa Clara,-121.8527622,37.29080907,126855075162,2011,,,HM,80000.0,0.0,92.0,944.0,rent,Affordable,4.0,100.0,,1.2,1135.0,,,,San Jose-45509059
185,9400932,Fiori Estates,,build,1,1,1,1,1,1,5102 Dowdell Ave,Rohnert Park,94928,Sonoma,-122.7199146,38.35489501,7321539878675,2015,,,HM,278416.0,0.0,294.0,946.0,rent,Market,3.0,433.0,,,,,,,Rohnert Park-143-040-125
186,8261496,Cerano Apartments,,build,1,1,1,1,1,1,501 Murphy Ranch Rd,Milpitas,95035,Santa Clara,-121.9283879,37.41787844,15183333404835,2012,,,HM,386100.0,0.0,373.0,947.0,rent,Market/Affordable,4.0,756.0,,3.07,2968.0,,,,Milpitas-8601041
187,9640794,MB360 - Building 2,,build,1,1,1,1,1,1,701 China Basin St,San Francisco,941582191,San Francisco,-122.3943628,37.77142447,15181392866732,2015,,,HM,488190.0,0.0,514.0,948.0,rent,Market,6.0,,,,,,,,San Francisco-8710004
188,7511064,Avalon Ocean Avenue,,build,1,1,1,1,1,1,1200 Ocean Ave,San Francisco,94112,San Francisco,-122.4549941,37.72397281,7522067872889,2012,,,HM,161063.0,0.0,173.0,952.0,rent,Market,4.0,173.0,,3.68,3327.0,,,,San Francisco-6944044
189,9605654,Parc on Powell Apartments - Building 2,,build,1,1,1,1,1,1,1333 Powell St,Emeryville,946082523,Alameda,-122.2882321,37.83926936,747106463926,2015,,,HM,392132.0,0.0,411.0,952.0,rent,Market,4.0,,,,,,,,Emeryville-049 131700101
190,8790227,MacArthur Apartments,,build,1,1,1,1,1,1,9800 MacArthur Blvd,Oakland,94605,Alameda,-122.1583038,37.74963209,16439114125781,2013,,,HM,32000.0,0.0,32.0,953.0,rent,Affordable,2.0,,,0.84,802.0,,,,Oakland-048 559802301
191,9033807,Mission Bay,,build,1,1,1,1,1,1,340 Berry St,San Francisco,941581505,San Francisco,-122.3972633,37.77303448,12249422278243,2016,,,HM,123020.0,0.0,128.0,954.0,rent,Market/Affordable,5.0,,,,,,,,San Francisco-8704004
192,9477839,The Haven at Petaluma,,build,1,1,1,1,1,1,35-51 Maria Dr,Petaluma,949543548,Sonoma,-122.6208043,38.25026157,11506267792021,2016,,,HM,140000.0,0.0,145.0,959.0,rent,Market,3.0,,,,,,,,Petaluma-007-280-077-2
193,8884900,ILARA Apartments,,build,1,1,1,1,1,1,1201 S Main St,Milpitas,95035,Santa Clara,-121.9024428,37.41229764,9195580738140,2015,,,HM,36000.0,0.0,40.0,960.0,rent,Market,4.0,345.0,,3.08,2959.0,,,,Milpitas-8616100
194,9158725,Quinn Crossing,,build,1,1,1,1,1,1,5085 Quinn Rd,Vacaville,95688,Solano,-121.929107,38.39365857,9269097102372,2014,,,HM,135000.0,0.0,222.0,967.0,rent,Market,3.0,,,1.83,1768.0,2015.0,45286000.0,,Vacaville-133090260
195,7112880,Domain Oakland Apartments,,build,1,1,1,1,1,1,1389 Jefferson St,Oakland,94612,Alameda,-122.2755953,37.80560124,10467125570291,2011,,,HM,251000.0,0.0,264.0,973.0,rent,Market,6.0,300.0,,2.22,2147.0,2013.0,103241429.0,,Oakland-002 010602800
196,9223049,121 Tasman,,build,1,1,1,1,1,1,121 E Tasman Dr,San Jose,951341718,Santa Clara,-121.9410992,37.41192109,7238147683211,2013,,,HM,201319.0,0.0,174.0,975.0,rent,Market,4.0,180.0,,2.93,2860.0,2014.0,86700000.0,,San Jose-9707072
197,9123668,Field House at Bay Meadows,Bay Meadows,build,1,1,1,1,1,1,282 Pony Ln,San Mateo,94403,San Mateo,-122.2973044,37.5432929,16421347391126,2015,,,HM,95000.0,0.0,108.0,978.0,rent,Market,4.0,,,3.7,3620.0,,,,San Mateo-40030190
198,8301116,Enso Apartments,,build,1,1,1,1,1,1,175 Baypointe Pky,San Jose,951341626,Santa Clara,-121.9417987,37.41291074,10186662805151,2014,,,HM,215000.0,0.0,498.0,979.0,rent,Market,4.0,500.0,,2.9,2752.0,,,,San Jose-9707031
199,9350048,Enso,,build,1,1,1,1,1,1,175 Baypointe Pky,San Jose,951341626,Santa Clara,-121.9417987,37.41291074,10186662805151,2011,,,HM,250944.0,0.0,183.0,982.0,rent,Market,4.0,500.0,,2.86,2805.0,,,,San Jose-9707031
