development_projects_id,raw_id,name,site_name,action,scen0,scen3,scen1,scen2,address,city,zip,county,x,y,geom_id,year_built,duration,building_type_id,building_type,building_sqft,non_residential_sqft,residential_units,unit_ave_sqft,tenure,rent_type,stories,parking_spaces,Average Weighted Rent,rent_ave_sqft,rent_ave_unit,last_sale_year,last_sale_price
133,9369695,Fifteen Fifteen,,build,1,1,1,1,1501-1515 15th St,San Francisco,941033608,San Francisco,-122.41798,37.76654,2286391986263,2014,,,HM,45000,0,32,925,rent,Market,5,,,,,,
134,9140340,,,build,1,1,1,1,610-616 20th St,San Francisco,941073117,San Francisco,-122.38797,37.76077,14051668054652,2013,,,HM,17000,0,19,925,rent,,5,18,,,2165,,
135,9414369,Meadow Walk,Bay Meadows,build,1,1,1,1,380 28th Ave,San Mateo,944032405,San Mateo,-122.29730,37.54329,16421347391126,2016,,,HM,336000,0,363,925,rent,Market,3,,,,,,
136,9428636,The Avenue,Bay Meadows,build,1,1,1,1,380 28th Ave,San Mateo,944032405,San Mateo,-122.29730,37.54329,16421347391126,2016,,,HM,24800,0,26,925,rent,Market,3,,,,,,
137,9428713,Hawthrone,Bay Meadows,build,1,1,1,1,380 28th Ave,San Mateo,944032405,San Mateo,-122.29968,37.54207,10379181807728,2016,,,HM,67200,0,72,925,rent,Market,5,,,,,,
138,9428724,Elektra,Bay Meadows,build,1,1,1,1,380 28th Ave,San Mateo,944032405,San Mateo,-122.29968,37.54207,10379181807728,2016,,,HM,73600,0,79,925,rent,Market,4,,,,,,
139,8895460,Landsdowne,Bay Meadows,build,1,1,1,1,380 28th Ave,San Mateo,944032405,San Mateo,-122.29730,37.54329,16421347391126,2015,,,HM,150000,0,162,925,rent,Market,3,,,,,,
140,9119608,One Marina,,build,1,1,1,1,630 Bair Island Rd,Redwood City,94063,San Mateo,-122.22400,37.49566,14276082044484,2014,,,HM,283437,0,306,925,rent,Market,3,240,,,,,
141,6284526,12 Unit Townhouse Development,,build,1,1,1,1,408-418 Bosworth St,San Francisco,94112,San Francisco,-122.43072,37.73349,11564149331513,2011,,,HM,42680,0,12,925,rent,Market,4,26,,,,2010,4300000
142,9004756,8th & Brannan,,build,1,1,1,1,801 Brannan St,San Francisco,941034903,San Francisco,-122.40388,37.77182,16051022503226,2017,,,HM,383000,0,414,925,rent,Market/Affordable,6,422,,,,,
143,9564585,LuXe,,build,1,1,1,1,1650 Broadway,San Francisco,941092424,San Francisco,-122.42447,37.79591,188201873332,2015,,,HM,70000,0,75,925,rent,Market,7,,,,,,
144,7972349,The Heights,,build,1,1,1,1,2829 California St,San Francisco,94115,San Francisco,-122.44099,37.78769,5506740143168,2013,,,HM,20000,0,12,925,rent,,4,6,,,2165,2013,850000
145,7281698,Radiance at Mission Bay,,build,1,1,1,1,325 China Basin St,San Francisco,94158,San Francisco,-122.38745,37.77166,11046695593635,2011,,,HM,100000,0,99,925,rent,Market,5,,,,,,
146,9021833,Onyx,,build,1,1,1,1,405-415 De Haro St,San Francisco,941072312,San Francisco,-122.40109,37.76460,110412276713,2014,,,HM,28301,0,20,925,rent,Market,5,20,,,,,
147,9701996,Delaware Pacific Family Apartments - Phase II,,build,1,1,1,1,2000 S Delaware St,San Mateo,944031499,San Mateo,-122.30563,37.55097,9893028863291,2015,,,HM,72000,0,77,925,rent,Affordable,5,,,,,,
148,8895442,Amelia,Bay Meadows,build,1,1,1,1,2600 S Delaware St,San Mateo,944031904,San Mateo,-122.29730,37.54329,16421347391126,2014,,,HM,100000,0,63,925,rent,Market,3,,,,,,
149,5629018,The Heights,,build,1,1,1,1,1933 Divisadero St,San Francisco,94115,San Francisco,-122.44068,37.78757,16606352062816,2013,,,HM,8000,0,8,925,rent,,4,,,,,2013,310000
150,9110597,Thirty Five Dolore,,build,1,1,1,1,35 Dolores,San Francisco,941031006,San Francisco,-122.42631,37.76856,2970594466242,2015,,,HM,30000,0,32,925,rent,Market,3,,,,,,
151,9378274,,,build,1,1,1,1,411 Dondee St,Pacifica,940443211,San Mateo,,,8093314555335,2014,,,HM,3100,0,9,925,rent,Market,3,15,,,2165,,
152,8862465,,,build,1,1,1,1,2000-2020 Ellis St,San Francisco,94115,San Francisco,-122.43943,37.78172,11239291571314,2013,,,HM,10000,0,12,925,rent,,4,20,,,1788,,
153,8242738,Lumina,,build,1,1,1,1,201 Folsom St,San Francisco,941052007,San Francisco,-122.39185,37.78868,15793364770689,2016,,,HM,1046700,0,1131,925,rent,Market,42,,,,,,
154,8908878,,,build,1,1,1,1,1 Franklin St,San Francisco,94102,San Francisco,-122.42111,37.77443,13673082633508,2016,,,HM,42560,0,46,925,rent,Market,8,18,,,,,
155,9336133,Franklin 299,,build,1,1,1,1,299 Franklin St,Redwood City,94063-191,San Mateo,-122.22758,37.48248,725594053344,2015,,,HM,580794,0,627,925,rent,Market,6,,,,,,
156,9414309,1450 Franklin,,build,1,1,1,1,1450 Franklin St,San Francisco,941095446,San Francisco,-122.42325,37.78806,14446891131759,2015,,,HM,57000,0,61,925,rent,Market,13,,,,,,
157,9069447,Park 181,,build,1,1,1,1,181 Fremont St,San Francisco,941052227,San Francisco,-122.39522,37.78964,7495645854684,2016,,,HM,120457,0,130,925,rent,Market,70,,,,,,
158,9241431,Transbay Block 6,,build,1,1,1,1,299 Fremont St,San Francisco,941052318,San Francisco,-122.39361,37.78871,8695287094504,2015,,,HM,278000,0,300,925,rent,Market/Affordable,32,,,,,2014,90000000
159,9257176,333 Fremont,,build,1,1,1,1,333 Fremont St,San Francisco,941052317,San Francisco,-122.39295,37.78777,16509997626311,2013,,,HM,132000,0,142,925,rent,Market,8,103,,,,,
160,8319888,340 Fremont,,build,1,1,1,1,340 Fremont St,San Francisco,94105,San Francisco,-122.39364,37.78703,10666174214394,2016,,,HM,300000,0,324,925,rent,Market,40,269,,,,,
161,9653993,Pacific Pointe at the Shipyard,Hunter's Point Shipyard,build,1,1,1,1,350 Friedell St,San Francisco,94124,San Francisco,-122.37076,37.72775,6066920989444,2015,,,HM,70000,0,75,925,rent,Market,5,,,,,,
162,8116569,Drs. Julian & Raye Richardson Apartments,,build,1,1,1,1,365 Fulton St,San Francisco,94102,San Francisco,-122.42295,37.77849,16265711820545,2011,,,HM,65419,0,120,925,rent,Affordable,5,,,,1287,,
163,8900992,,,build,1,1,1,1,121 Golden Gate Ave,San Francisco,94102,San Francisco,-122.41254,37.78179,5048123459474,2014,,,HM,109375,0,90,925,rent,Affordable,10,,,,1287,,
164,8116581,Mary Helen Rogers Senior Community,,build,1,1,1,1,701 Golden Gate Ave,San Francisco,941023101,San Francisco,-122.42239,37.78052,5857045023350,2013,,,HM,150000,0,100,925,rent,Affordable,8,100,,,1287,,
165,9031629,Grove Street,,build,1,1,1,1,400 Grove St,San Francisco,941024303,San Francisco,-122.42348,37.77799,16830711246721,2015,,,HM,38125,0,41,925,rent,Market,5,27,,,,,
166,8846666,,,build,1,1,1,1,401 Grove St,San Francisco,94102,San Francisco,-122.42356,37.77749,16451075690747,2014,,,HM,71195,0,63,925,rent,Market,5,92,,,,,
167,9354814,Greenheart Housing,,build,1,1,1,1,777 Hamilton Ave,Menlo Park,940251428,San Mateo,-122.15632,37.47967,10757572095409,2016,,,HM,156000,0,168,925,rent,Market,3,,,,,,
168,9412964,870 Harrison,,build,1,1,1,1,870 Harrison St,San Francisco,941071125,San Francisco,-122.40136,37.77974,475775227637,2015,,,HM,22100,0,23,925,rent,Market,6,,,,,,
169,9006658,,,build,1,1,1,1,960 Harrison St,San Francisco,941071009,San Francisco,-122.40340,37.77812,5834044259187,2013,,,HM,8300,0,8,925,rent,,4,8,,,,,
170,9233038,Anton Menlo,,build,1,1,1,1,3639 Haven Ave,Menlo Park,940251010,San Mateo,-122.18350,37.48628,1930649712539,2016,,,HM,630000,0,681,925,rent,Market/Affordable,4,,,,,,
171,9680721,Anton Menlo,,build,1,1,1,1,3649 Haven Ave,Menlo Park,940251010,San Mateo,-122.18405,37.48680,3883896659911,2016,,,HM,109500,0,118,925,rent,Market,4,,,,,,
172,9031644,,,build,1,1,1,1,450 Hayes St,San Francisco,941024309,San Francisco,-122.42388,37.77704,15023545676933,2015,,,HM,50000,0,54,925,rent,Market,4,,,,,,
173,9678351,,,build,1,1,1,1,650 Indiana St,San Francisco,941073022,San Francisco,-122.39186,37.76215,13330081086554,2016,,,HM,122185,0,132,925,rent,Market/Affordable,5,85,,,,,
174,9654015,Block 53 & 54,Hunter's Point Shipyard,build,1,1,1,1,Innes Ave,San Francisco,94124,San Francisco,-122.36977,37.72814,2818535481151,2016,,,HM,200000,0,216,925,rent,Market,4,,,,,,
175,9654022,Block 56 & 57,Hunter's Point Shipyard,build,1,1,1,1,Innes Ave,San Francisco,94124,San Francisco,-122.36844,37.72689,6936319530511,2017,,,HM,105000,0,113,925,rent,Market,3,,,,,,
176,9149526,Olympia Townhomes,Hunter's Point Shipyard,build,1,1,1,1,11 Innes Ct,San Francisco,94124,San Francisco,-122.37020,37.72838,10858462384640,2014,,,HM,31948,0,25,925,rent,Market,2,,,,,,
177,9149559,Merchant Condominiums,Hunter's Point Shipyard,build,1,1,1,1,11 Innes Ct,San Francisco,94124,San Francisco,-122.36964,37.72900,16696974283546,2014,,,HM,65000,0,70,925,rent,Market,4,,,,,,
178,9601163,Anton Hacienda,,build,1,1,1,1,5729 W Las Positas Blvd,Pleasanton,945884084,Alameda,-121.88750,37.68805,2655922693690,2015,,,HM,149136,0,160,928,rent,Market/Affordable,3,,,,,,
179,8256801,Apex,,build,1,1,1,1,1102 S Abel St,Milpitas,95035,Santa Clara,-121.90377,37.41424,15118070807527,2013,,,HM,370392,0,366,929,rent,Market,5,366,,3.31,3077,2014,150000000
180,8284296,Crescent Village,,build,1,1,1,1,320 Crescent Village Cir,San Jose,95134,Santa Clara,,,8104084971993,2012,,,HM,1164500,0,1750,936,rent,Market,4,1000,,3.21,3006,,
181,8279583,Verona,,build,1,1,1,1,385 River Oaks Cir,San Jose,951341930,Santa Clara,-121.92490,37.40446,15021706113960,2015,,,HM,270000,0,438,936,rent,Market,5,447,,3.2,3000,,
182,9354765,Hearth Apartments,,build,1,1,1,1,2870 Kaiser Dr,Santa Clara,950515329,Santa Clara,-121.97998,37.34077,4928358383728,2015,,,HM,250000,0,289,939,rent,Market,4,300,,3.71,3488,,
183,8091108,Tassafaronga Village,,build,1,1,1,1,930 84th Ave,Oakland,94621,Alameda,-122.18578,37.75065,12169053053350,2011,,,HM,223032,0,157,943,rent,Affordable,3,180,,1.07,1011,,
184,8970893,Orvieto Apartments,,build,1,1,1,1,80 Montecito Vista Dr,San Jose,951113109,Santa Clara,-121.85276,37.29081,126855075162,2011,,,HM,80000,0,92,944,rent,Affordable,4,100,,1.2,1135,,
185,9400932,Fiori Estates,,build,1,1,1,1,5102 Dowdell Ave,Rohnert Park,94928,Sonoma,-122.71991,38.35490,7321539878675,2015,,,HM,278416,0,294,946,rent,Market,3,433,,,,,
186,8261496,Cerano Apartments,,build,1,1,1,1,501 Murphy Ranch Rd,Milpitas,95035,Santa Clara,-121.92839,37.41788,15183333404835,2012,,,HM,386100,0,373,947,rent,Market/Affordable,4,756,,3.07,2968,,
187,9640794,MB360 - Building 2,,build,1,1,1,1,701 China Basin St,San Francisco,941582191,San Francisco,-122.39436,37.77142,15181392866732,2015,,,HM,488190,0,514,948,rent,Market,6,,,,,,
188,7511064,Avalon Ocean Avenue,,build,1,1,1,1,1200 Ocean Ave,San Francisco,94112,San Francisco,-122.45499,37.72397,7522067872889,2012,,,HM,161063,0,173,952,rent,Market,4,173,,3.68,3327,,
189,9605654,Parc on Powell Apartments - Building 2,,build,1,1,1,1,1333 Powell St,Emeryville,946082523,Alameda,-122.28823,37.83927,747106463926,2015,,,HM,392132,0,411,952,rent,Market,4,,,,,,
190,8790227,MacArthur Apartments,,build,1,1,1,1,9800 MacArthur Blvd,Oakland,94605,Alameda,-122.15830,37.74963,16439114125781,2013,,,HM,32000,0,32,953,rent,Affordable,2,,,0.84,802,,
191,9033807,Mission Bay,,build,1,1,1,1,340 Berry St,San Francisco,941581505,San Francisco,-122.39726,37.77303,12249422278243,2016,,,HM,123020,0,128,954,rent,Market/Affordable,5,,,,,,
192,9477839,The Haven at Petaluma,,build,1,1,1,1,35-51 Maria Dr,Petaluma,949543548,Sonoma,-122.62080,38.25026,11506267792021,2016,,,HM,140000,0,145,959,rent,Market,3,,,,,,
193,8884900,ILARA Apartments,,build,1,1,1,1,1201 S Main St,Milpitas,95035,Santa Clara,-121.90244,37.41230,9195580738140,2015,,,HM,36000,0,40,960,rent,Market,4,345,,3.08,2959,,
194,9158725,Quinn Crossing,,build,1,1,1,1,5085 Quinn Rd,Vacaville,95688,Solano,-121.92911,38.39366,9269097102372,2014,,,HM,135000,0,222,967,rent,Market,3,,,1.83,1768,2015,45286000
195,7112880,Domain Oakland Apartments,,build,1,1,1,1,1389 Jefferson St,Oakland,94612,Alameda,-122.27560,37.80560,10467125570291,2011,,,HM,251000,0,264,973,rent,Market,6,300,,2.22,2147,2013,103241429
196,9223049,121 Tasman,,build,1,1,1,1,121 E Tasman Dr,San Jose,951341718,Santa Clara,-121.94110,37.41192,7238147683211,2013,,,HM,201319,0,174,975,rent,Market,4,180,,2.93,2860,2014,86700000
197,9123668,Field House at Bay Meadows,Bay Meadows,build,1,1,1,1,282 Pony Ln,San Mateo,94403,San Mateo,-122.29730,37.54329,16421347391126,2015,,,HM,95000,0,108,978,rent,Market,4,,,3.7,3620,,
198,8301116,Enso Apartments,,build,1,1,1,1,175 Baypointe Pky,San Jose,951341626,Santa Clara,-121.94180,37.41291,10186662805151,2014,,,HM,215000,0,498,979,rent,Market,4,500,,2.9,2752,,
199,9350048,Enso,,build,1,1,1,1,175 Baypointe Pky,San Jose,951341626,Santa Clara,-121.94180,37.41291,10186662805151,2011,,,HM,250944,0,183,982,rent,Market,4,500,,2.86,2805,,
200,8196249,Township,,build,1,1,1,1,333 Main St,Redwood City,94063,San Mateo,-122.22707,37.49183,3951907555757,2013,,,HM,122000,0,132,986,rent,Market/Affordable,4,186,,3.9,3827,2014,83200000
201,8377182,201 Marshall Apartments,,build,1,1,1,1,201 Marshall St,Redwood City,94063,San Mateo,-122.23246,37.48715,1247719968294,2014,,,HM,205595,0,114,986,rent,Market,6,156,,4.28,3867,,
202,8018317,Madera Apartments,,build,1,1,1,1,455 W Evelyn Ave,Mountain View,94041,Santa Clara,-122.07476,37.39271,2626097386051,2013,,,HM,160000,0,203,992,rent,Market/Affordable,4,120,,4.73,4694,,
203,8197276,Pacific Terrace,,build,1,1,1,1,1595 Pacific Ave,San Francisco,941092626,San Francisco,-122.42118,37.79480,13326786877961,2013,,,HM,71000,0,41,994,rent,Market,5,35,,3.79,3764,,
204,8180855,Telegraph Gardens,,build,1,1,1,1,3001 Telegraph Ave,Berkeley,947052013,Alameda,-122.25937,37.85593,10534607686242,2013,,,HM,42194,0,38,996,rent,Market,5,42,,2.07,2066,,
205,6515409,The Verdant Apartments,,build,1,1,1,1,3700 Casa Verde St,San Jose,951341901,Santa Clara,,,838347701072,2014,,,HM,291982,0,498,998,rent,Market,5,200,,3.16,3155,,
206,8938203,MODE by ALTA,,build,1,1,1,1,2089 Pacific Blvd,San Mateo,944031400,San Mateo,-122.30606,37.54944,15766447379829,2014,,,HM,132327,0,111,999,rent,Market,3,,,4.2,3487,2015,73625000
207,8220431,Fruitdale Station Apartments Phase II,,build,1,1,1,1,1600 Southwest Expy,San Jose,95126,Santa Clara,,,838347701072,2015,,,HM,64000,0,63,1015,rent,Market,4,,,,,,
208,9011342,Anton Napa,,build,1,1,1,1,703 Saratoga Dr,Napa,94559,Napa,-122.27405,38.29004,1212084549377,2014,,,HM,120000,0,134,1016,rent,Market/Affordable,2,,,2.07,2107,,
209,8284239,Domain Apartments,,build,1,1,1,1,1 Vista Montana,San Jose,951341508,Santa Clara,-121.95530,37.41476,2488578699474,2013,,,HM,400000,0,444,1031,rent,Market,5,86,,3.03,3093,,
210,9428897,Avalon Dublin Station,,build,1,1,1,1,5200 Iron Horse Pky,Dublin,94568,Alameda,-121.89852,37.70352,17575094038570,2014,,,HM,341000,0,251,1032,rent,Market,5,252,,2.69,2799,,
211,7905449,Highlands Point,,build,1,1,1,1,2311 Ivy Hill Way,San Ramon,94582,Contra Costa,-121.89920,37.76918,12463018554034,2012,,,HM,293000,0,293,1037,rent,Market/Affordable,3,200,,2.22,2301,,
212,9542565,Anton La Moraga,,build,1,1,1,1,5822 Charlotte Dr,San Jose,95123,Santa Clara,-121.79844,37.24809,7749699129837,2014,,,HM,293959,0,275,1044,rent,Market,4,,,2.48,2587,,
213,8261550,Cathedral Gardens,,build,1,1,1,1,638 22nd St,Oakland,946121616,Alameda,-122.27252,37.81136,1699153618040,2014,,,HM,60000,0,100,1046,rent,Affordable,3,100,,0.8,832,,
214,8301403,Venue Apartments,,build,1,1,1,1,3737 Casa Verde St,San Jose,95134,Santa Clara,,,838347701072,2015,,,HM,302018,0,206,1046,rent,Market,5,514,,2.86,2993,,
215,8870946,Radius,,build,1,1,1,1,620 Veterans Blvd,Redwood City,94063,San Mateo,-122.23249,37.49209,1940753193995,2014,,,HM,180000,0,264,1071,rent,Market/Affordable,5,264,,3.87,3850,,
216,9362608,Levare,Santana Row,build,1,1,1,1,3003 Olin Ave,San Jose,951282426,Santa Clara,-121.94672,37.32096,7973902266520,2012,,,HM,130864,0,108,1072,rent,Market,4,,,3.4,3643,,
217,8924150,Habitat for Humanity Condominum,,build,1,1,1,1,7555 Mission St,Daly City,94014,San Mateo,-122.46438,37.68651,3910635071143,2013,,,HM,56397,0,36,1100,rent,Market,3,57,,,,,
218,8271624,Lion Creek Crossings,,build,1,1,1,1,6888 Lion Way,Oakland,946213323,Alameda,-122.19717,37.75795,7966986750406,2014,,,HM,128000,0,130,1115,rent,Affordable,4,,,1.05,1199,,
219,9694615,Diamond Creek,,build,1,1,1,1,15685 Monterey St,Morgan Hill,950375430,Santa Clara,-121.63972,37.10871,8868002314629,2015,,,HM,149550,0,133,1124,rent,Market,3,,,,,,
220,7771320,885 Woodside,,build,1,1,1,1,885 Woodside Rd,Redwood City,94061,San Mateo,-122.22400,37.46471,12201967776089,2011,,,HM,46811,0,42,1125,rent,Market/Affordable,5,42,,4.18,2500,2011,23700000
221,8888739,Mosaic,,build,1,1,1,1,500 Race St,San Jose,95126,Santa Clara,,,998599493637,2012,,,HM,507003,0,386,1136,rent,Market,5,,,2.85,3170,,
222,9428701,The Russell,Bay Meadows,build,1,1,1,1,380 28th Ave,San Mateo,944032405,San Mateo,-122.29968,37.54207,10379181807728,2016,,,HM,82000,0,71,1154,rent,Market/Affordable,4,,,,,,
223,8958648,Windsor Redwoods,,build,1,1,1,1,100 Kendall Way,Windsor,95492,Sonoma,-122.78160,38.52751,7276933826729,2011,,,HM,55000,0,65,1159,rent,Affordable,3,73,,0.92,1064,,
224,9355495,Misora,Santana Row,build,1,1,1,1,388 Santana Row,San Jose,95128,Santa Clara,-121.94681,37.31988,4356212536615,2013,,,HM,281080,0,212,1162,rent,Market,5,300,,3.43,3986,,
225,9686558,Alvin's Corner on Penny Lane,,build,1,1,1,1,651 W Hamilton Ave,Campbell,950080401,Santa Clara,-121.96210,37.29499,9152288724692,2015,,,HM,129715,0,110,1179,rent,Market/Affordable,4,,,,,,
226,7973779,Connolly Station,,build,1,1,1,1,7550 St. Patrick Way,Dublin,94568,Alameda,-121.92917,37.70167,575428335225,2013,,,HM,200000,0,310,1186,rent,Market,5,506,,2.91,2381,,
227,8348938,Fusion,,build,1,1,1,1,592 Santa Rosalia Ter,Sunnyvale,940853930,Santa Clara,,,13359381105422,2014,,,HM,300000,0,228,1198,rent,Market,3,280,,,,,
228,8424510,Avalon Morrison Park,,build,1,1,1,1,899 Morrison Park Dr,San Jose,95126,Santa Clara,,,6625742193269,2014,,,HM,187500,0,250,1229,rent,Market,4,310,,2.96,3461,,
229,8116487,Candlestick Heights,,build,1,1,1,1,855-867 Jamestown Ave,San Francisco,94124,San Francisco,-122.39222,37.71717,9237948524870,2011,,,HM,82620,0,66,1248,rent,Affordable,3,100,,1,1252,2012,29000000
230,8026378,Parklyn Bay Apartments,,build,1,1,1,1,1800 Pacific Ave,San Francisco,941092352,San Francisco,-122.42523,37.79482,4647365083357,2013,,,HM,124000,0,100,1292,rent,Market,12,100,,2.67,3445,,
231,9306157,Pinedera,,build,1,1,1,1,120 S El Camino Real,Millbrae,940303121,San Mateo,-122.38585,37.59756,4262926261454,2014,,,HM,105961,0,54,1295,rent,Market,4,81,,1.43,1852,,
232,9414344,Lunare Townhomes,,build,1,1,1,1,42100 Blacow Rd,Fremont,945384192,Alameda,-121.95689,37.52476,3820235621929,2014,,,HM,148830,0,95,1306,rent,Market,3,95,,,,,
233,8370223,One Rincon Hill Tower 2,,build,1,1,1,1,401 Harrison St,San Francisco,941052609,San Francisco,-122.39218,37.78606,12317496625066,2015,,,HM,505000,0,299,1309,rent,Market,52,,,,,,
234,7933960,33 North,,build,1,1,1,1,33 San Pablo Ave,San Rafael,94903,Marin,-122.52972,37.99413,6778180934946,2011,,,HM,100000,0,82,1333,rent,Market/Affordable,6,100,,2.67,3949,2015,1700000000
235,8925921,,,build,1,1,1,1,904 Bayswater Ave,Burlingame,94010,San Mateo,-122.34024,37.57906,11411512525987,2014,,,HM,8700,0,6,1454,rent,Market,2,,,,,,
236,9264937,Amero,,build,1,1,1,1,1501 Filbert St,San Francisco,941233702,San Francisco,-122.42448,37.79921,7868584971627,2014,,,HM,47384,0,27,1462,rent,Market,6,31,,,,2014,
237,7392115,Meridian Condominiums,,build,1,1,1,1,750 Meridian Way,San Jose,951263801,Santa Clara,-121.91325,37.31364,2840868267544,2012,,,HM,11807,0,8,1480,rent,Market,3,12,,,,2015,3900000
238,9428695,Brightside,Bay Meadows,build,1,1,1,1,380 28th Ave,San Mateo,944032405,San Mateo,-122.29730,37.54329,16421347391126,2016,,,HM,140000,0,93,1505,rent,Market,3,,,,,2014,18630000
239,8005803,Centered on Capitol,,build,1,1,1,1,1328 N Capitol Ave,San Jose,95132,Santa Clara,-121.86558,37.39243,1082157672108,2014,,,HM,50000,0,94,1576,rent,Market,1,188,,,,,
240,9428687,Pageantry,Bay Meadows,build,1,1,1,1,380 28th Ave,San Mateo,944032405,San Mateo,-122.29730,37.54329,16421347391126,2016,,,HM,60350,0,38,1584,rent,Market,4,,,,,,
241,5420405,Ohlone Gardens,,build,1,1,1,1,6431-6495 Portola Dr,El Cerrito,94530,Contra Costa,-122.30840,37.91362,11263382598782,2015,,,HM,48600,0,30,1600,rent,Affordable,4,,22.8,,,,
242,9428675,The Crown,Bay Meadows,build,1,1,1,1,380 28th Ave,San Mateo,944032405,San Mateo,-122.29730,37.54329,16421347391126,2016,,,HM,93200,0,57,1627,rent,Market,4,,,,,,
243,9097690,Canterbury,Bay Meadows,build,1,1,1,1,Baze Rd,San Mateo,94403,San Mateo,-122.29730,37.54329,16421347391126,2015,,,HM,125400,0,76,1650,rent,Market,3,,,,,,
244,8776054,,,build,1,1,1,1,585 Old San Francisco Rd,Sunnyvale,94086,Santa Clara,-122.02375,37.36774,9794043468374,2015,,,HM,10637,0,6,1772,rent,,2,,,,,,
245,9428664,Rendezvous,Bay Meadows,build,1,1,1,1,380 28th Ave,San Mateo,944032405,San Mateo,-122.29730,37.54329,16421347391126,2015,,,HM,284910,0,150,1899,rent,Market,5,,,,,,
246,8862226,Sheveland Ranch,,build,1,1,1,1,1100-1160 Elfrada Ct,Napa,94559,Napa,-122.29430,38.27643,9635358553221,2012,,,HM,102687,0,54,1947,rent,Market,2,16,,,,2013,39500000
247,7147240,Alta Laguna,,build,1,1,1,1,55 Laguna St,San Francisco,94102,San Francisco,-122.42619,37.77193,10833911936789,2016,,,HM,80000,0,86,925,rent,Market/Affordable,7,,,,,,
248,8375176,Jasper,,build,1,1,1,1,45 Lansing St,San Francisco,94105,San Francisco,-122.39375,37.78587,9099986239470,2015,,,HM,400000,0,432,925,rent,Market,38,,,,,,
249,8787414,,,build,1,1,1,1,1601 Larkin St,San Francisco,94109,San Francisco,-122.41976,37.79278,7625353975758,2015,,,HM,50000,0,54,925,rent,Market,6,35,,,,,
